"","GAME_ID","Date","Team","Score","AtB","1B","2B","3B","Hr","RBI","SH","SF","HP","W","IW","SO","SB","CS","GDP","AFCI","LB","PU","IER","TER","WP","B","PO","A","E","PB","DP","TP"
"22071","BAL201609170",20160917,"BAL",2,30,7,1,0,0,2,0,2,0,1,0,4,0,0,2,0,4,5,3,3,1,0,27,4,1,0,0,0
"22231","BAL201609180",20160918,"BAL",2,32,8,1,0,2,2,1,0,0,1,0,6,0,0,0,0,8,6,1,1,1,0,27,12,0,0,2,0
"22371","BAL201609190",20160919,"BAL",2,31,4,1,0,1,2,0,0,1,0,0,7,0,0,0,0,3,5,5,5,0,0,27,10,1,0,2,0
"22481","BAL201609200",20160920,"BAL",2,33,6,1,0,1,2,0,0,0,2,0,9,0,0,0,0,6,5,5,5,1,0,27,7,0,0,0,0
"22631","BAL201609210",20160921,"BAL",1,30,4,0,0,0,1,1,1,0,2,0,6,0,0,0,0,6,5,0,0,0,0,27,12,3,0,1,0
"22771","BAL201609220",20160922,"BAL",3,33,6,1,0,1,3,0,0,1,2,0,9,0,0,0,0,6,6,5,5,2,0,27,14,1,0,1,0
"22881","BAL201609230",20160923,"BAL",3,41,9,1,0,3,3,2,0,1,6,1,8,0,0,0,0,14,7,2,2,0,0,36,13,0,0,1,0
"23031","BAL201609240",20160924,"BAL",6,32,10,2,0,2,6,0,1,1,4,1,8,0,0,2,0,8,2,1,1,0,0,27,9,0,0,0,0
"23181","BAL201609250",20160925,"BAL",2,28,5,1,0,1,2,0,0,0,3,0,10,0,0,2,0,5,4,1,1,0,0,27,11,1,0,0,0
"8610","BOS201604110",20160411,"BOS",7,36,11,2,0,1,7,0,1,0,4,1,8,2,0,2,0,7,5,9,9,3,0,27,5,0,0,1,0
"9710","BOS201604120",20160412,"BOS",5,35,10,4,0,1,4,0,0,2,1,0,4,0,0,1,0,6,4,9,9,1,0,27,8,0,1,0,0
"10910","BOS201604130",20160413,"BOS",4,30,8,1,1,0,4,0,0,0,4,0,7,3,0,1,0,6,6,2,2,0,0,27,11,0,0,0,0
"13610","BOS201604150",20160415,"BOS",5,32,9,3,0,0,5,0,0,0,6,0,7,1,0,2,0,9,4,3,3,0,0,27,8,0,0,1,0
"15110","BOS201604160",20160416,"BOS",4,31,9,1,0,1,4,0,0,0,2,0,3,0,0,2,0,5,3,2,2,0,0,27,6,0,0,1,0
"16610","BOS201604170",20160417,"BOS",3,31,4,0,0,1,3,0,0,0,4,0,10,1,0,0,0,5,5,5,5,0,0,27,4,0,0,1,0
"18010","BOS201604180",20160418,"BOS",3,32,7,4,0,0,3,0,0,0,1,0,6,0,0,2,0,3,5,4,4,0,0,27,14,1,2,5,0
"18910","BOS201604190",20160419,"BOS",0,30,1,0,0,0,0,0,0,0,2,0,14,0,0,1,0,2,7,1,1,0,0,30,6,1,0,0,0
"20410","BOS201604200",20160420,"BOS",7,34,12,3,0,1,7,0,0,1,3,0,9,2,0,1,0,7,3,3,3,0,0,27,8,0,0,0,0
"21910","BOS201604210",20160421,"BOS",8,42,15,7,0,2,7,0,0,0,5,0,8,2,0,0,0,12,4,12,12,0,0,27,9,1,0,0,0
"3051","BOS201604270",20160427,"BOS",9,34,11,3,1,2,9,0,0,0,6,0,6,1,0,1,0,7,3,3,3,0,0,27,8,1,4,0,0
"3191","BOS201604280",20160428,"BOS",3,36,10,4,0,0,3,0,0,0,3,0,9,0,0,1,0,9,3,5,5,0,0,27,14,0,0,0,0
"3261","BOS201604290",20160429,"BOS",4,33,8,1,0,1,4,0,0,0,0,0,6,0,0,0,0,5,4,2,2,1,0,27,12,0,0,4,0
"3411","BOS201604300",20160430,"BOS",8,38,14,2,2,1,8,0,0,0,6,0,9,1,0,0,0,12,3,0,0,0,0,27,12,1,0,1,0
"3551","BOS201605010",20160501,"BOS",8,37,14,1,0,2,8,0,0,0,3,0,4,1,0,0,0,8,3,7,7,1,0,27,11,0,0,1,0
"4651","BOS201605090",20160509,"BOS",14,39,15,6,0,2,13,0,0,0,5,0,9,0,0,0,0,6,4,6,6,0,0,27,6,1,0,1,0
"4771","BOS201605100",20160510,"BOS",13,39,16,2,0,3,12,0,0,1,4,0,4,0,0,1,0,7,4,5,5,1,0,27,10,1,0,0,0
"4911","BOS201605110",20160511,"BOS",13,41,17,5,0,3,13,0,0,1,4,1,7,2,0,0,0,9,4,3,3,1,0,27,12,0,0,0,0
"5081","BOS201605120",20160512,"BOS",11,37,14,4,0,2,11,0,1,0,3,0,7,0,0,1,0,6,3,1,1,0,0,27,6,1,0,1,0
"5151","BOS201605130",20160513,"BOS",6,36,11,3,0,1,5,0,0,0,4,1,10,0,0,1,0,7,5,7,7,0,0,27,3,0,0,1,0
"5301","BOS201605140",20160514,"BOS",6,43,14,5,1,1,6,1,0,0,5,0,5,0,0,2,0,11,6,5,5,0,0,33,12,0,0,2,0
"5461","BOS201605150",20160515,"BOS",10,39,14,3,1,1,9,0,0,0,3,0,4,3,0,0,0,8,5,5,5,0,0,27,7,3,0,0,0
"6111","BOS201605200",20160520,"BOS",2,31,6,2,0,1,2,1,0,0,3,0,9,0,0,2,0,6,4,3,3,0,0,27,8,1,0,0,0
"6261","BOS201605210",20160521,"BOS",9,37,13,4,0,2,9,0,0,1,6,2,1,0,0,0,0,11,3,1,1,0,0,27,10,2,0,0,0
"6411","BOS201605220",20160522,"BOS",5,36,12,3,0,1,5,0,0,0,5,1,11,0,0,0,0,12,6,2,2,0,0,27,6,0,1,0,0
"6661","BOS201605240",20160524,"BOS",8,35,12,3,1,0,7,0,1,1,5,1,3,0,0,0,0,10,3,3,3,0,0,27,9,0,0,1,0
"6811","BOS201605250",20160525,"BOS",10,37,13,4,2,1,10,0,0,0,4,1,6,0,0,0,0,7,3,2,2,3,0,27,12,0,4,0,0
"6961","BOS201605260",20160526,"BOS",2,32,6,2,0,1,2,0,0,0,4,0,7,0,0,0,0,7,3,7,7,1,0,27,7,1,0,1,0
"8051","BOS201606030",20160603,"BOS",2,32,5,3,0,0,1,0,0,1,6,0,7,0,0,0,0,10,3,4,4,0,0,27,11,1,0,2,0
"8201","BOS201606040",20160604,"BOS",6,32,11,5,0,0,6,0,0,0,5,0,5,3,0,2,0,7,4,1,1,1,0,27,9,0,3,3,0
"8351","BOS201606050",20160605,"BOS",4,33,6,3,0,1,4,0,0,0,3,0,7,0,0,0,0,5,3,5,5,0,0,27,12,0,0,1,0
"9541","BOS201606140",20160614,"BOS",2,33,7,3,0,1,2,0,0,0,3,0,11,0,0,1,0,7,2,3,3,0,0,27,10,0,0,0,0
"9691","BOS201606150",20160615,"BOS",6,35,13,1,0,1,6,0,0,0,4,0,4,0,0,2,0,9,3,4,4,0,0,27,11,1,1,0,0
"9831","BOS201606160",20160616,"BOS",1,31,4,1,0,1,1,0,0,0,1,0,6,0,0,0,0,4,3,5,5,0,0,27,6,0,0,1,0
"9941","BOS201606170",20160617,"BOS",4,35,11,3,0,1,4,0,2,0,1,0,4,0,0,2,0,7,3,8,8,0,0,27,10,0,0,0,0
"10091","BOS201606180",20160618,"BOS",6,34,12,2,0,2,4,0,0,0,1,0,5,0,0,2,0,5,4,2,2,0,0,27,9,0,0,2,0
"10241","BOS201606190",20160619,"BOS",2,32,11,1,1,1,2,0,0,1,4,2,5,2,2,1,0,11,2,1,1,0,0,27,9,0,0,2,0
"10381","BOS201606200",20160620,"BOS",1,35,5,0,0,0,1,0,0,0,5,0,10,0,0,0,0,9,3,2,2,0,0,30,12,2,2,1,0
"10491","BOS201606210",20160621,"BOS",1,32,6,1,0,0,1,0,1,1,2,0,11,0,0,0,0,8,3,3,3,0,0,27,14,0,0,1,0
"10641","BOS201606220",20160622,"BOS",6,37,13,2,0,1,6,0,0,0,8,1,5,0,0,1,0,12,5,7,7,0,0,27,8,1,0,0,0
"10791","BOS201606230",20160623,"BOS",8,37,12,3,0,0,7,0,1,1,9,1,7,0,0,1,0,12,5,7,7,1,0,30,13,1,0,3,0
"11851","BOS201607010",20160701,"BOS",5,36,16,4,0,1,5,0,0,1,2,1,7,1,0,2,0,10,5,4,4,1,0,27,13,0,0,2,0
"12001","BOS201607020",20160702,"BOS",2,35,8,3,0,1,1,0,0,0,4,0,4,0,0,1,0,10,5,14,14,1,0,27,8,4,0,0,0
"12151","BOS201607030",20160703,"BOS",10,38,16,5,0,0,9,0,0,0,5,0,6,0,0,0,0,9,5,5,5,0,0,27,12,0,0,2,0
"12301","BOS201607040",20160704,"BOS",12,44,21,9,0,4,12,0,0,0,4,0,4,1,0,1,0,12,4,4,4,0,0,27,15,2,0,1,0
"12451","BOS201607050",20160705,"BOS",2,36,11,2,0,1,2,0,0,2,5,0,4,1,0,1,0,14,3,7,7,0,0,27,12,0,0,1,0
"12601","BOS201607060",20160706,"BOS",11,35,10,5,0,1,11,0,1,1,4,0,5,1,0,1,0,6,4,5,5,1,0,27,8,1,0,1,0
"12871","BOS201607080",20160708,"BOS",6,33,11,0,0,1,6,0,1,0,2,0,5,4,1,0,0,6,5,5,5,1,0,27,8,0,0,0,0
"13021","BOS201607090",20160709,"BOS",4,32,8,1,0,1,4,0,0,0,4,1,6,0,0,1,0,8,3,1,1,0,0,27,9,1,0,1,0
"13171","BOS201607100",20160710,"BOS",4,31,8,2,0,1,4,0,1,0,1,0,9,0,0,0,0,5,2,0,0,0,0,27,9,0,0,1,0
"13881","BOS201607190",20160719,"BOS",4,29,4,0,0,2,4,0,0,0,1,0,6,0,0,0,0,2,5,0,0,0,0,27,10,0,0,3,0
"14021","BOS201607200",20160720,"BOS",11,40,16,4,1,5,11,0,0,1,2,0,3,1,0,0,0,8,6,7,7,0,0,27,6,0,0,1,0
"14171","BOS201607210",20160721,"BOS",13,39,17,5,0,3,12,0,0,0,2,0,7,0,0,2,0,4,2,1,1,0,0,27,8,1,0,0,0
"14271","BOS201607220",20160722,"BOS",1,30,4,0,0,1,1,0,0,0,2,0,6,0,0,3,0,4,5,2,2,0,0,27,10,1,0,1,0
"14421","BOS201607230",20160723,"BOS",9,40,15,4,0,1,8,0,1,1,6,1,7,0,0,1,0,12,6,11,11,1,0,27,9,1,1,2,0
"14571","BOS201607240",20160724,"BOS",8,34,10,0,0,3,7,0,0,0,1,0,7,1,1,0,0,3,4,6,6,0,0,27,10,1,1,0,0
"14721","BOS201607250",20160725,"BOS",2,37,10,1,0,0,2,0,0,0,3,0,8,0,0,0,0,11,3,4,4,0,0,27,11,0,1,1,0
"14821","BOS201607260",20160726,"BOS",8,35,9,2,0,2,8,0,0,2,3,0,4,0,0,2,0,5,5,9,9,1,0,27,14,0,0,1,0
"14981","BOS201607270",20160727,"BOS",3,31,7,2,1,2,3,1,0,0,0,0,5,0,0,2,0,2,4,4,4,0,0,27,7,0,0,1,0
"16701","BOS201608090",20160809,"BOS",5,31,9,4,1,0,5,0,0,0,1,0,5,0,0,1,0,3,3,3,3,0,0,27,7,1,1,0,0
"16851","BOS201608100",20160810,"BOS",4,35,9,3,0,0,4,0,0,1,6,2,5,0,0,0,0,11,7,9,9,3,0,27,13,0,0,2,0
"16991","BOS201608110",20160811,"BOS",2,34,9,5,0,0,2,0,0,1,3,0,8,0,1,1,0,9,3,4,4,0,0,27,5,0,0,1,0
"17101","BOS201608120",20160812,"BOS",9,36,11,0,0,3,9,0,0,1,0,0,9,0,0,1,0,4,2,4,4,1,0,27,8,0,0,1,0
"17251","BOS201608130",20160813,"BOS",6,33,8,1,0,2,6,0,0,0,2,0,5,0,0,0,0,5,6,3,3,0,0,27,12,1,0,3,0
"17401","BOS201608140",20160814,"BOS",16,44,19,3,0,4,15,0,0,0,4,0,7,0,0,0,0,8,2,2,2,0,0,27,12,2,0,2,0
"19021","BOS201608260",20160826,"BOS",3,40,15,2,0,0,3,0,0,0,2,0,11,0,0,1,0,12,3,6,6,1,0,27,10,0,0,2,0
"19171","BOS201608270",20160827,"BOS",8,34,12,3,0,3,8,0,0,0,3,0,3,0,0,1,0,5,4,3,3,0,0,27,9,0,0,0,0
"19321","BOS201608280",20160828,"BOS",4,33,9,0,0,1,4,0,0,0,4,0,5,0,0,4,0,6,4,10,10,0,0,27,14,1,0,1,0
"19491","BOS201608290",20160829,"BOS",9,37,14,6,0,1,9,0,0,0,4,0,7,0,0,0,0,8,3,4,4,0,0,27,13,0,0,1,0
"19621","BOS201608300",20160830,"BOS",3,31,6,2,0,1,3,0,1,0,3,1,12,0,1,0,0,5,4,4,4,0,0,27,11,0,0,0,0
"19761","BOS201608310",20160831,"BOS",8,34,12,2,0,3,8,1,0,0,3,0,5,0,1,0,0,6,6,6,6,1,0,27,9,0,0,1,0
"21371","BOS201609120",20160912,"BOS",12,37,16,3,0,3,11,0,2,0,3,0,7,0,1,1,0,6,2,2,2,0,0,27,11,1,0,1,0
"21521","BOS201609130",20160913,"BOS",3,35,9,2,0,1,3,0,0,0,4,0,6,0,0,1,0,9,7,6,6,0,0,27,8,0,0,1,0
"21671","BOS201609140",20160914,"BOS",0,31,4,0,0,0,0,0,0,0,1,0,7,0,0,1,0,5,2,1,1,0,0,27,9,0,0,1,0
"21831","BOS201609150",20160915,"BOS",7,34,9,2,0,2,7,0,1,1,5,0,2,0,0,0,0,8,5,4,4,0,0,27,10,0,1,0,0
"21931","BOS201609160",20160916,"BOS",7,31,12,4,0,2,6,0,1,1,2,1,2,1,0,1,0,4,6,4,4,0,0,27,8,0,0,2,0
"22081","BOS201609170",20160917,"BOS",6,33,10,4,0,1,5,0,0,0,4,0,5,0,0,0,0,7,4,5,5,0,0,27,6,0,0,0,0
"22241","BOS201609180",20160918,"BOS",5,34,10,1,0,2,5,0,0,0,3,0,8,0,0,0,0,8,7,4,4,0,0,27,10,0,0,0,0
"23841","BOS201609300",20160930,"BOS",5,35,10,2,1,1,4,0,0,0,2,0,8,0,0,0,0,8,4,3,3,2,0,27,7,0,0,0,0
"23991","BOS201610010",20161001,"BOS",3,31,5,1,0,0,2,0,0,0,6,0,2,0,0,1,0,7,4,4,4,1,0,27,6,0,0,1,0
"24141","BOS201610020",20161002,"BOS",1,30,4,0,0,1,1,0,0,1,3,0,8,1,0,1,0,6,6,2,2,0,0,27,9,1,0,2,0
"4810","CHA201604080",20160408,"CHA",1,27,3,0,0,1,1,0,0,1,4,0,9,0,0,2,0,4,3,5,5,0,0,27,10,1,0,1,0
"6110","CHA201604090",20160409,"CHA",7,35,10,1,0,2,6,0,0,0,3,1,4,0,0,0,0,7,3,3,3,0,0,27,10,1,0,1,0
"18110","CHA201604180",20160418,"CHA",0,30,3,2,0,0,0,0,0,0,3,0,10,0,0,0,0,6,5,7,7,0,0,27,15,1,1,1,0
"19010","CHA201604190",20160419,"CHA",5,32,9,1,1,2,5,1,0,0,2,1,5,0,0,0,0,6,3,0,0,0,0,27,14,0,0,0,0
"20510","CHA201604200",20160420,"CHA",2,26,5,1,0,1,1,2,0,0,4,1,7,3,1,2,0,6,3,0,0,1,0,27,14,1,0,0,0
"22010","CHA201604210",20160421,"CHA",2,30,5,1,0,2,2,0,0,0,4,0,5,0,2,0,0,5,3,3,3,0,0,27,14,0,0,4,0
"23210","CHA201604220",20160422,"CHA",5,29,7,4,0,0,4,1,1,0,4,0,4,0,0,1,0,6,3,0,0,0,0,27,12,0,0,0,1
"2471","CHA201604230",20160423,"CHA",4,39,11,0,0,2,4,0,0,2,7,0,7,0,1,1,0,13,6,3,3,0,0,33,13,1,0,1,0
"2621","CHA201604240",20160424,"CHA",4,28,8,3,0,1,3,0,1,0,5,0,4,0,0,1,0,6,4,1,1,0,0,27,10,1,0,2,0
"3801","CHA201605030",20160503,"CHA",4,28,5,1,1,0,4,0,0,0,7,1,8,0,0,1,0,7,2,1,1,0,0,27,10,0,0,1,0
"3951","CHA201605040",20160504,"CHA",2,28,3,0,0,1,2,0,0,0,3,0,7,0,0,2,0,2,4,5,5,1,0,27,10,0,0,3,0
"4101","CHA201605050",20160505,"CHA",3,32,8,0,0,1,2,0,0,0,9,0,8,1,1,1,0,11,4,7,7,0,0,27,12,0,0,2,0
"4211","CHA201605060",20160506,"CHA",10,38,14,1,1,1,10,0,0,1,3,0,8,0,0,0,0,8,5,4,4,1,0,27,12,0,0,1,0
"4371","CHA201605070",20160507,"CHA",7,35,13,4,0,1,7,0,0,1,6,1,6,0,0,2,0,11,3,2,2,0,0,27,8,0,0,0,0
"4521","CHA201605080",20160508,"CHA",3,30,6,4,0,0,3,0,0,0,2,1,9,1,0,1,0,5,3,1,1,1,0,27,8,0,0,1,0
"5691","CHA201605170",20160517,"CHA",5,43,11,4,0,1,5,0,1,0,3,0,12,0,0,0,0,9,6,5,5,0,0,33,13,2,0,0,0
"5851","CHA201605180",20160518,"CHA",3,35,10,2,1,0,3,0,0,0,2,0,8,0,0,1,0,7,3,5,5,0,0,27,16,0,0,2,1
"6011","CHA201605190",20160519,"CHA",2,28,5,0,1,0,2,0,1,0,1,0,9,2,0,0,0,4,1,1,1,0,0,27,10,0,0,0,0
"6121","CHA201605200",20160520,"CHA",1,32,6,0,0,0,1,0,1,1,3,0,10,0,0,0,0,9,3,4,4,0,0,27,11,1,0,2,0
"6271","CHA201605210",20160521,"CHA",1,32,7,1,0,0,0,1,0,1,3,0,7,0,0,2,0,9,4,2,2,0,0,27,8,0,0,1,0
"6421","CHA201605220",20160522,"CHA",3,29,7,2,0,1,3,1,0,0,4,0,6,1,0,1,0,7,5,2,2,0,0,27,8,0,1,1,0
"6541","CHA201605231",20160523,"CHA",7,34,10,2,0,2,7,1,0,0,8,1,7,2,0,0,0,12,5,6,6,0,0,27,11,0,0,1,0
"6551","CHA201605232",20160523,"CHA",1,33,6,1,1,0,1,0,0,0,1,0,11,0,0,0,0,6,2,5,5,0,0,27,7,0,0,1,0
"6671","CHA201605240",20160524,"CHA",2,32,6,3,0,1,2,0,0,0,1,0,7,0,0,0,0,4,5,6,6,2,0,27,14,0,0,1,0
"6821","CHA201605250",20160525,"CHA",3,36,9,0,0,1,2,0,0,0,1,0,11,2,0,0,0,7,4,4,4,2,1,27,10,0,0,0,0
"8591","CHA201606070",20160607,"CHA",5,32,7,0,0,1,5,0,1,1,8,0,7,0,0,1,0,10,5,8,7,1,0,27,15,1,0,1,0
"8751","CHA201606080",20160608,"CHA",4,35,9,3,0,0,4,0,0,1,2,0,9,0,0,0,0,7,8,11,11,2,0,27,13,0,0,1,0
"8891","CHA201606090",20160609,"CHA",3,29,5,3,0,0,3,0,0,0,2,0,11,0,0,0,0,4,4,1,1,0,0,27,10,0,0,1,0
"8991","CHA201606100",20160610,"CHA",7,33,12,2,0,4,7,0,0,1,1,0,3,0,2,0,0,4,5,5,5,0,0,27,5,0,0,1,0
"9141","CHA201606110",20160611,"CHA",1,30,5,0,0,0,1,1,0,0,3,0,13,0,0,0,0,6,3,4,4,0,0,27,9,0,0,1,0
"9291","CHA201606120",20160612,"CHA",1,30,5,0,0,1,1,0,0,0,1,0,12,0,0,3,0,3,5,3,3,0,0,27,6,0,0,1,0
"9441","CHA201606130",20160613,"CHA",10,48,16,3,0,2,10,1,1,0,6,1,10,1,0,0,0,12,7,8,8,1,0,36,15,3,0,1,0
"9551","CHA201606140",20160614,"CHA",8,35,11,3,1,1,7,0,2,0,1,0,5,0,1,0,0,3,4,11,11,2,0,27,11,0,0,1,0
"9701","CHA201606150",20160615,"CHA",5,30,9,3,2,0,5,0,2,2,4,1,2,0,0,1,0,9,3,3,3,1,0,27,11,0,0,0,0
"10891","CHA201606240",20160624,"CHA",3,35,11,2,0,1,3,0,0,1,1,0,5,1,0,0,0,10,5,2,2,0,1,27,7,0,0,0,0
"11051","CHA201606250",20160625,"CHA",8,39,12,1,0,7,8,0,0,0,1,0,11,1,0,1,0,5,5,10,10,0,0,27,8,1,0,0,0
"11201","CHA201606260",20160626,"CHA",5,31,8,0,0,2,4,1,0,0,4,0,9,0,0,1,0,7,2,2,2,0,0,27,11,0,0,2,0
"11451","CHA201606280",20160628,"CHA",0,34,6,0,0,0,0,0,0,0,1,0,10,3,0,0,0,8,3,4,4,0,0,27,8,0,1,1,0
"11601","CHA201606290",20160629,"CHA",9,36,13,3,0,3,9,0,1,0,1,0,8,2,0,0,0,5,6,2,2,0,0,27,8,1,0,1,0
"11741","CHA201606300",20160630,"CHA",6,32,12,2,0,1,6,1,0,1,3,0,7,2,1,2,0,7,5,5,5,0,0,27,11,0,1,0,0
"12311","CHA201607040",20160704,"CHA",8,37,13,3,0,2,8,1,1,0,3,0,9,1,0,1,0,10,5,2,2,0,0,27,7,4,0,0,0
"12461","CHA201607050",20160705,"CHA",0,32,6,1,0,0,0,0,0,0,1,0,7,0,0,1,0,6,4,7,7,1,0,27,8,2,0,2,0
"12611","CHA201607060",20160706,"CHA",5,26,5,2,0,0,5,0,0,0,5,0,6,0,2,0,0,2,3,0,0,0,0,27,12,0,0,0,0
"12881","CHA201607080",20160708,"CHA",8,38,13,3,0,2,7,0,2,1,2,0,8,2,0,1,0,8,5,11,11,1,0,27,10,1,0,0,1
"13031","CHA201607090",20160709,"CHA",5,33,11,1,0,1,5,0,0,0,1,0,2,0,0,3,0,5,4,4,4,1,0,27,12,0,0,1,0
"13181","CHA201607100",20160710,"CHA",0,31,6,0,0,0,0,0,0,0,0,0,10,0,1,2,0,4,4,2,2,1,0,27,14,1,0,2,0
"14181","CHA201607210",20160721,"CHA",1,24,8,1,0,0,1,0,0,1,1,0,2,0,0,2,0,7,2,2,2,0,0,21,4,0,0,0,0
"14281","CHA201607220",20160722,"CHA",5,35,8,2,0,1,5,0,0,1,3,0,7,0,0,1,0,7,7,7,7,3,0,27,12,3,0,1,0
"14431","CHA201607230",20160723,"CHA",4,32,7,1,0,1,4,0,1,3,1,0,8,3,0,1,0,7,6,1,1,0,0,27,10,2,0,1,0
"14581","CHA201607240",20160724,"CHA",5,35,12,0,0,1,5,1,0,0,3,0,6,1,0,1,0,9,3,4,4,0,0,27,8,0,0,0,0
"14731","CHA201607250",20160725,"CHA",5,32,8,2,0,1,5,1,0,0,3,0,9,0,0,0,0,6,4,4,4,0,0,27,9,2,0,0,0
"14831","CHA201607260",20160726,"CHA",3,29,6,0,0,1,3,0,0,0,5,0,8,1,0,1,0,7,3,0,0,0,0,27,7,1,0,1,0
"16161","CHA201608050",20160805,"CHA",5,37,10,2,0,1,4,0,0,0,4,0,7,1,1,1,0,9,5,6,6,0,0,27,10,1,0,1,0
"16311","CHA201608060",20160806,"CHA",4,30,10,2,0,2,4,0,0,1,2,0,7,0,0,4,0,5,4,1,1,2,0,27,9,1,0,1,0
"16461","CHA201608070",20160807,"CHA",2,30,4,1,0,1,2,0,1,0,1,0,12,0,0,0,0,3,5,10,10,1,0,27,10,0,0,2,0
"18091","CHA201608190",20160819,"CHA",0,28,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,4,8,8,1,0,27,8,1,0,1,0
"18241","CHA201608200",20160820,"CHA",6,34,10,2,0,1,6,0,0,0,1,0,8,0,0,0,0,5,3,2,2,0,0,27,5,0,0,1,0
"18391","CHA201608210",20160821,"CHA",4,34,11,3,0,1,4,0,0,0,1,0,5,3,0,0,0,7,3,2,2,0,0,27,7,0,0,1,0
"18621","CHA201608230",20160823,"CHA",9,32,11,3,2,2,9,0,1,0,4,0,5,0,0,1,0,4,3,1,1,0,0,27,12,0,0,0,0
"18761","CHA201608240",20160824,"CHA",3,33,7,0,0,1,3,0,0,0,2,0,5,1,0,1,0,5,5,5,5,2,0,27,9,0,0,0,0
"18911","CHA201608250",20160825,"CHA",7,34,11,1,0,0,7,1,1,0,4,1,7,0,0,0,0,8,5,6,6,0,0,27,12,1,0,0,0
"19031","CHA201608260",20160826,"CHA",1,31,8,0,0,1,1,0,0,0,2,0,8,0,2,1,0,5,1,3,3,0,0,27,9,0,0,1,0
"19181","CHA201608270",20160827,"CHA",9,37,15,2,2,4,9,0,1,0,3,0,5,0,0,1,0,8,4,2,2,0,0,27,11,0,1,1,0
"19331","CHA201608280",20160828,"CHA",4,28,5,2,1,0,4,0,1,3,1,0,4,1,0,0,0,5,5,1,1,0,0,27,12,0,0,1,0
"20391","CHA201609050",20160905,"CHA",3,43,10,1,0,1,3,0,0,0,2,0,16,1,0,0,0,9,5,5,5,1,0,33,17,1,0,1,0
"20541","CHA201609060",20160906,"CHA",2,29,8,1,0,1,2,0,0,0,3,0,8,1,0,3,0,6,4,0,0,0,0,27,8,0,0,1,0
"20691","CHA201609070",20160907,"CHA",7,36,13,2,0,0,7,0,1,0,3,0,6,1,0,0,0,9,3,4,4,0,0,27,9,0,0,2,0
"20921","CHA201609090",20160909,"CHA",7,35,13,4,0,0,7,0,1,0,2,0,3,2,0,1,0,7,4,1,1,1,0,27,6,3,0,0,0
"21071","CHA201609100",20160910,"CHA",5,37,13,6,0,0,5,1,0,0,3,0,9,1,0,1,0,9,5,6,6,0,0,27,9,1,0,1,0
"21221","CHA201609110",20160911,"CHA",0,27,2,0,0,0,0,0,0,0,5,0,8,0,0,0,0,5,2,2,2,0,0,27,8,0,0,1,0
"21381","CHA201609120",20160912,"CHA",11,40,16,3,0,3,10,0,1,0,3,0,7,1,0,0,0,9,4,4,4,0,0,27,7,2,0,1,0
"21531","CHA201609130",20160913,"CHA",8,32,9,1,1,0,8,1,0,1,3,0,9,0,0,0,0,5,2,1,1,1,0,27,11,1,0,1,0
"21681","CHA201609140",20160914,"CHA",1,33,6,1,1,0,1,0,0,0,0,0,5,0,0,1,0,5,4,6,6,0,0,27,12,0,0,1,0
"21841","CHA201609150",20160915,"CHA",2,33,9,1,0,1,2,0,0,0,2,1,7,1,0,1,0,8,5,1,1,2,0,27,8,1,0,0,0
"23331","CHA201609260",20160926,"CHA",7,33,11,2,0,2,7,0,2,0,2,0,6,1,0,0,0,6,5,1,1,0,0,27,14,1,0,4,0
"23431","CHA201609270",20160927,"CHA",13,39,14,4,1,3,11,0,0,0,5,0,9,1,0,0,0,7,3,5,5,0,0,27,11,1,0,0,0
"23581","CHA201609280",20160928,"CHA",1,28,5,2,0,1,1,0,0,1,2,0,8,0,1,0,0,6,2,0,0,0,0,27,4,0,0,1,0
"23721","CHA201609290",20160929,"CHA",3,33,8,1,1,1,3,0,0,0,2,0,7,1,0,2,0,5,5,5,5,2,0,27,8,0,1,2,0
"23851","CHA201609300",20160930,"CHA",7,36,12,3,1,2,6,0,0,0,2,0,9,0,0,0,0,7,4,2,2,1,0,27,8,1,0,3,0
"24001","CHA201610010",20161001,"CHA",0,30,4,0,0,0,0,0,0,0,3,0,9,0,0,1,0,6,2,6,6,1,0,27,7,0,0,0,0
"24151","CHA201610020",20161002,"CHA",3,33,6,2,0,0,3,0,0,1,4,0,9,0,0,0,0,8,4,6,6,0,0,27,10,0,0,0,0
"9210","CHN201604110",20160411,"CHN",5,27,3,0,0,1,5,1,0,1,7,0,5,0,0,0,0,7,4,3,3,0,0,27,14,0,0,1,0
"11610","CHN201604130",20160413,"CHN",9,31,8,1,0,1,8,0,1,1,10,0,9,2,0,0,0,10,4,2,2,0,0,27,10,0,0,3,0
"12910","CHN201604140",20160414,"CHN",8,33,11,1,0,1,7,0,1,0,5,0,4,0,1,0,0,7,4,1,1,0,0,27,10,0,0,0,0
"14410","CHN201604150",20160415,"CHN",1,30,4,0,0,0,1,0,0,0,4,0,7,0,1,0,0,6,4,3,3,1,0,27,14,4,1,2,0
"15910","CHN201604160",20160416,"CHN",6,30,8,1,0,3,6,0,1,0,5,0,10,2,0,1,0,6,3,2,2,0,0,27,11,0,0,2,0
"17310","CHN201604170",20160417,"CHN",0,30,3,2,0,0,0,0,0,1,1,0,9,0,0,0,0,5,3,2,2,0,0,27,9,1,0,1,0
"2981","CHN201604260",20160426,"CHN",4,30,7,2,1,0,4,1,1,0,6,0,9,1,0,0,0,10,5,3,3,1,0,27,12,0,0,1,0
