"","GAME_ID","Date","Team","Score","AtB","1B","2B","3B","Hr","RBI","SH","SF","HP","W","IW","SO","SB","CS","GDP","AFCI","LB","PU","IER","TER","WP","B","PO","A","E","PB","DP","TP"
"1115","MIL201606250",20160625,"WAS",5,32,10,2,1,0,5,1,3,0,5,0,1,0,0,1,0,9,4,6,6,1,0,24,9,0,0,0,0
"1130","MIL201606260",20160626,"WAS",3,31,4,0,0,2,3,0,0,0,6,0,5,1,1,0,0,7,4,2,2,0,0,27,9,0,1,0,0
"1155","MIL201606280",20160628,"LAN",6,38,12,2,1,0,5,0,0,1,5,1,7,1,0,1,0,11,5,4,4,1,0,27,11,1,0,0,0
"1170","MIL201606290",20160629,"LAN",0,28,2,1,0,0,0,0,0,0,2,0,8,0,0,1,0,3,3,7,7,0,0,24,8,1,0,3,0
"1181","MIL201606300",20160630,"LAN",8,39,14,3,0,3,8,1,0,0,4,1,10,0,0,1,0,9,3,1,1,0,0,27,8,2,0,0,0
"1297","MIL201607080",20160708,"SLN",3,36,8,1,0,1,3,0,0,0,5,1,6,0,0,0,0,11,4,4,4,0,0,26,12,1,0,0,0
"1312","MIL201607090",20160709,"SLN",8,36,10,3,1,3,8,0,0,0,7,0,8,0,0,0,0,8,4,1,1,0,0,27,8,0,0,2,0
"1327","MIL201607100",20160710,"SLN",5,38,12,3,0,2,5,1,0,1,3,0,11,0,0,1,0,11,3,1,1,0,0,27,11,0,0,0,0
"1437","MIL201607220",20160722,"CHN",5,33,8,2,1,1,5,0,1,1,4,0,6,1,1,1,0,7,6,2,2,0,0,27,8,1,0,0,0
"1452","MIL201607230",20160723,"CHN",1,32,6,1,0,0,1,0,0,0,2,0,7,1,0,1,0,6,4,6,6,0,0,24,12,1,0,1,0
"1467","MIL201607240",20160724,"CHN",6,33,11,2,0,0,6,0,0,0,6,1,4,0,3,3,0,6,7,5,5,1,0,27,8,0,1,0,0
"1479","MIL201607250",20160725,"ARI",2,36,9,2,0,0,2,0,0,0,3,0,9,0,0,0,0,10,3,7,7,0,0,24,9,0,1,2,0
"1492","MIL201607260",20160726,"ARI",4,36,8,4,0,0,4,0,0,0,4,0,8,1,0,0,0,9,6,9,9,0,0,24,8,0,0,1,0
"1508","MIL201607270",20160727,"ARI",8,40,11,2,0,2,7,0,0,0,2,0,12,0,0,0,0,7,2,1,1,0,0,27,6,1,0,1,0
"1518","MIL201607280",20160728,"ARI",4,36,9,3,0,0,4,0,0,0,1,0,9,0,0,1,0,6,4,6,6,0,0,24,8,0,0,0,0
"1532","MIL201607290",20160729,"PIT",1,31,4,1,0,0,1,0,0,0,1,0,5,0,0,0,0,4,3,3,3,0,0,24,10,0,0,1,0
"1547","MIL201607300",20160730,"PIT",3,33,8,1,0,1,3,0,0,0,3,0,10,0,1,0,0,6,6,5,5,1,0,24,14,0,0,0,0
"1562","MIL201607310",20160731,"PIT",2,31,5,0,0,1,2,0,0,0,2,0,12,0,0,2,0,4,3,4,4,0,0,24,8,1,0,1,0
"1668","MIL201608080",20160808,"ATL",4,42,10,2,0,2,4,0,1,0,2,1,7,0,0,4,0,5,5,3,3,0,0,36,14,0,0,1,0
"1680","MIL201608090",20160809,"ATL",2,28,6,0,0,0,2,1,0,0,4,0,7,0,1,2,0,4,5,1,1,0,0,27,18,0,0,3,0
"1694","MIL201608100",20160810,"ATL",3,33,9,1,0,2,3,1,0,0,2,0,6,1,0,1,0,6,4,4,4,0,0,24,12,1,0,0,0
"1707","MIL201608110",20160811,"ATL",3,33,9,2,0,1,3,0,1,2,4,0,4,0,0,2,0,10,4,10,10,0,0,24,11,1,0,0,0
"1720","MIL201608120",20160812,"CIN",7,40,12,1,0,1,7,0,0,1,4,1,12,4,1,0,0,11,5,1,1,0,0,27,5,1,0,1,0
"1735","MIL201608130",20160813,"CIN",11,43,16,3,1,1,10,0,1,0,1,0,7,0,0,0,0,7,4,5,5,0,0,27,10,0,0,0,0
"1750","MIL201608140",20160814,"CIN",3,33,7,3,0,1,3,0,0,0,2,0,9,0,0,0,0,5,4,7,7,0,0,24,5,0,0,0,0
"1858","MIL201608220",20160822,"COL",2,34,7,2,0,0,1,0,0,1,1,0,6,2,0,0,0,7,2,3,3,0,0,24,12,2,0,3,0
"1872","MIL201608230",20160823,"COL",4,38,11,2,0,1,4,0,0,0,5,0,9,0,0,0,0,12,5,6,6,1,0,24,3,0,0,0,0
"1886","MIL201608240",20160824,"COL",1,34,6,1,0,1,1,0,0,0,4,0,10,1,0,0,0,10,5,7,7,1,0,24,8,0,0,1,0
"1899","MIL201608250",20160825,"PIT",3,35,7,0,0,1,3,1,0,0,4,0,6,2,1,1,0,7,5,2,2,0,0,30,9,0,0,1,0
"1912","MIL201608260",20160826,"PIT",5,36,7,2,0,1,5,0,0,0,4,1,11,0,0,0,0,8,6,3,3,0,0,27,7,1,0,1,0
"1927","MIL201608270",20160827,"PIT",9,38,12,3,0,0,9,0,0,0,5,1,5,2,0,0,0,7,4,6,6,0,0,27,9,0,0,1,0
"1942","MIL201608280",20160828,"PIT",3,34,7,0,0,3,3,0,0,2,3,0,9,1,0,0,0,9,4,1,1,0,0,27,14,0,0,1,0
"1957","MIL201608290",20160829,"SLN",6,38,11,1,0,3,5,0,1,0,5,1,12,1,0,0,0,11,5,5,5,0,0,27,5,1,0,1,0
"1970","MIL201608300",20160830,"SLN",2,35,7,1,0,1,2,0,0,0,2,0,15,0,1,1,0,5,5,1,1,0,0,30,15,0,0,1,0
"1986","MIL201608310",20160831,"SLN",1,31,3,0,0,1,1,0,0,0,3,0,9,0,0,0,0,6,3,3,3,0,0,24,5,0,0,0,0
"2050","MIL201609050",20160905,"CHN",7,37,10,1,0,0,6,0,0,2,2,0,4,0,0,0,0,7,4,2,2,1,0,27,5,0,0,1,0
"2065","MIL201609060",20160906,"CHN",5,35,8,4,0,3,5,0,0,0,2,0,6,0,0,0,0,5,4,9,9,2,0,24,8,2,0,3,0
"2080","MIL201609070",20160907,"CHN",1,29,3,0,0,1,1,0,0,0,2,0,8,0,0,1,0,3,6,2,2,0,0,24,13,0,0,1,0
"2259","MIL201609200",20160920,"PIT",6,37,13,3,0,0,6,0,0,0,2,0,8,1,0,2,0,6,6,3,3,0,0,27,11,2,0,2,0
"2273","MIL201609210",20160921,"PIT",4,36,9,0,0,2,4,0,0,0,2,0,8,1,0,0,0,7,4,1,1,0,0,27,5,0,0,0,0
"2285","MIL201609220",20160922,"PIT",1,30,5,1,0,1,1,0,0,0,3,0,9,0,0,1,0,5,4,3,3,0,0,24,7,0,0,0,0
"2299","MIL201609230",20160923,"CIN",4,35,9,1,0,1,4,1,0,0,0,0,5,1,0,0,0,5,4,5,5,1,0,24,14,1,0,1,0
"2314","MIL201609240",20160924,"CIN",6,34,10,2,0,1,6,0,1,0,7,2,6,2,1,2,0,9,3,1,1,0,0,27,11,0,0,0,0
"2328","MIL201609250",20160925,"CIN",4,30,8,3,0,0,4,2,0,0,3,0,7,1,2,1,0,4,5,1,1,1,0,27,5,1,0,1,0
"89","MIN201604110",20160411,"CHA",4,37,9,1,0,0,4,0,0,1,5,0,7,0,0,0,0,12,5,1,1,1,0,27,8,0,0,2,0
"111","MIN201604130",20160413,"CHA",3,35,9,2,0,1,2,0,0,0,0,0,8,0,0,1,0,5,5,0,0,0,0,27,5,0,0,0,0
"125","MIN201604140",20160414,"CHA",3,34,9,2,0,1,3,1,1,0,1,0,9,1,0,1,0,7,5,1,1,0,0,27,12,1,0,0,0
"139","MIN201604150",20160415,"ANA",4,32,9,2,0,2,4,1,0,0,5,0,4,0,0,2,0,7,5,5,5,1,0,24,7,0,0,0,0
"154","MIN201604160",20160416,"ANA",4,34,9,1,0,0,4,0,0,0,3,0,4,1,1,0,0,6,3,6,6,0,0,24,5,0,0,1,0
"169","MIN201604170",20160417,"ANA",2,41,4,2,0,1,2,0,0,0,3,0,11,0,0,0,0,6,8,3,3,1,0,35,12,0,0,1,0
"182","MIN201604180",20160418,"MIL",4,24,6,3,0,0,3,0,0,0,2,0,6,0,0,0,0,4,3,6,6,0,0,18,8,1,0,1,0
"193","MIN201604190",20160419,"MIL",6,33,9,4,0,0,5,0,2,0,4,0,8,0,0,2,0,6,4,5,5,0,0,27,9,1,0,1,0
"278","MIN201604250",20160425,"CLE",3,37,12,2,0,1,3,0,0,0,3,1,10,1,0,1,0,10,6,4,4,1,1,24,11,0,0,0,0
"291","MIN201604260",20160426,"CLE",5,32,6,2,0,3,5,0,1,0,0,0,11,0,0,0,0,1,4,6,6,0,0,25,9,0,0,0,0
"307","MIN201604270",20160427,"CLE",6,36,10,3,0,0,6,0,1,1,3,1,11,2,0,1,0,8,5,4,4,0,0,27,8,2,0,0,0
"327","MIN201604290",20160429,"DET",9,40,18,2,0,3,9,0,1,0,4,0,4,1,0,3,0,9,5,2,2,0,0,27,9,0,0,0,0
"342","MIN201604300",20160430,"DET",4,33,6,3,0,1,4,0,0,1,2,0,11,1,0,1,0,5,3,1,1,0,0,27,7,1,0,2,0
"356","MIN201605010",20160501,"DET",6,38,14,2,1,1,6,0,1,0,0,0,8,2,0,0,0,6,6,5,5,0,0,27,12,0,0,0,0
"479","MIN201605100",20160510,"BAL",5,38,14,4,0,2,5,1,0,0,2,1,9,0,1,1,0,9,4,3,3,0,0,27,6,0,0,0,0
"493","MIN201605110",20160511,"BAL",9,41,16,3,0,4,9,0,0,0,2,0,9,0,0,2,0,7,3,2,2,0,0,27,6,0,0,1,0
"602","MIN201605190",20160519,"TOR",3,41,9,2,0,1,3,0,0,0,3,0,9,0,0,1,0,8,3,1,1,0,0,33,10,1,0,0,0
"615","MIN201605200",20160520,"TOR",9,40,14,2,0,4,9,0,0,1,1,0,5,0,0,1,0,6,3,3,3,0,0,27,9,2,0,2,0
"630","MIN201605210",20160521,"TOR",3,31,6,1,0,2,3,0,0,0,4,0,7,0,0,2,0,5,2,5,5,0,0,24,6,0,0,1,0
"645","MIN201605220",20160522,"TOR",3,36,9,3,0,2,3,0,0,0,1,0,5,0,0,1,0,7,2,1,1,0,0,27,13,0,0,1,0
"657","MIN201605230",20160523,"KCA",10,41,17,5,1,0,10,0,2,0,2,0,10,2,0,1,0,8,5,4,4,0,0,27,12,1,0,3,0
"670","MIN201605240",20160524,"KCA",7,39,13,4,0,1,5,0,0,0,2,0,9,1,0,2,0,7,4,2,2,0,0,27,8,1,0,1,0
"685","MIN201605250",20160525,"KCA",5,36,11,3,1,0,4,0,0,0,2,0,8,0,0,2,0,6,4,6,6,0,0,24,9,2,0,1,0
"797","MIN201606020",20160602,"TBA",4,35,9,0,0,1,4,0,0,1,1,0,6,0,0,1,0,6,4,6,6,0,0,24,12,0,0,2,0
"809","MIN201606030",20160603,"TBA",4,33,7,2,0,2,4,0,1,0,0,0,9,0,0,0,0,3,4,2,2,0,0,27,6,0,1,2,0
"824","MIN201606040",20160604,"TBA",7,35,11,2,0,4,7,0,0,0,4,1,6,1,0,1,0,5,4,3,3,0,0,27,10,2,0,1,0
"839","MIN201606050",20160605,"TBA",7,33,10,1,0,4,7,1,1,0,5,0,10,0,1,1,0,6,4,5,5,0,0,27,6,1,0,0,0
"861","MIN201606070",20160607,"MIA",4,43,10,2,1,0,4,0,0,0,1,0,12,1,0,0,0,7,4,6,6,1,0,32,12,0,0,0,0
"877","MIN201606080",20160608,"MIA",5,40,14,1,0,0,5,0,0,0,1,0,5,0,0,1,0,9,4,7,7,0,0,24,12,0,0,0,0
"890","MIN201606090",20160609,"MIA",10,44,18,3,0,1,9,0,0,1,0,0,7,0,0,1,0,8,5,3,3,1,0,27,12,0,1,1,0
"900","MIN201606100",20160610,"BOS",8,44,16,4,1,1,8,0,0,0,1,0,8,0,0,0,0,10,2,0,0,0,0,27,13,1,1,1,0
"915","MIN201606110",20160611,"BOS",15,41,15,2,0,2,13,0,1,1,4,0,3,0,1,1,0,5,6,4,4,0,0,27,9,0,2,1,0
"930","MIN201606120",20160612,"BOS",4,34,7,1,0,1,2,0,0,0,6,0,7,2,0,4,0,6,4,4,4,0,0,28,9,2,0,0,0
"985","MIN201606160",20160616,"NYA",4,30,7,1,0,1,4,1,0,0,2,0,8,0,0,2,0,2,4,1,1,0,0,27,11,1,0,0,0
"998","MIN201606170",20160617,"NYA",8,37,14,3,0,1,8,0,1,0,6,0,2,1,0,3,0,9,2,2,2,0,0,27,13,1,0,2,0
"1013","MIN201606180",20160618,"NYA",7,36,12,0,0,2,7,0,1,0,2,1,8,0,0,2,0,5,4,5,5,0,0,27,10,1,0,1,0
"1028","MIN201606190",20160619,"NYA",4,35,7,1,0,2,3,0,0,0,0,0,6,0,0,1,0,4,4,7,7,0,0,24,10,0,0,0,0
"1053","MIN201606210",20160621,"PHI",10,42,14,1,0,4,10,0,0,0,1,0,7,2,0,0,0,6,4,13,13,0,0,24,9,1,0,0,0
"1068","MIN201606220",20160622,"PHI",5,35,9,1,0,2,4,0,0,0,2,1,5,1,0,1,0,5,4,5,5,0,0,24,7,1,0,0,0
"1081","MIN201606230",20160623,"PHI",7,36,15,3,2,2,7,2,0,0,6,1,3,0,0,2,0,10,4,2,2,0,0,27,7,1,0,0,0
"1187","MIN201607010",20160701,"TEX",3,38,8,1,0,1,3,0,0,0,4,0,10,0,0,0,0,9,3,2,2,0,0,30,14,0,0,3,0
"1202","MIN201607020",20160702,"TEX",5,36,10,3,0,3,5,0,1,0,0,0,5,0,0,0,0,5,6,14,14,0,0,24,6,1,0,0,0
"1217","MIN201607030",20160703,"TEX",4,34,8,3,0,1,4,0,0,0,3,0,7,0,0,2,0,6,4,5,5,0,0,24,12,1,0,0,0
"1234","MIN201607040",20160704,"OAK",3,34,7,1,0,0,3,0,0,0,3,0,9,0,0,2,0,7,3,1,1,0,0,27,13,0,0,0,0
"1249","MIN201607050",20160705,"OAK",4,35,8,2,0,2,4,0,0,0,3,0,3,1,0,0,0,7,4,11,11,1,0,24,6,0,1,0,0
"1264","MIN201607060",20160706,"OAK",0,28,2,1,0,0,0,0,0,0,0,0,8,0,0,1,0,1,4,4,4,0,0,24,9,0,0,0,0
"1333","MIN201607150",20160715,"CLE",5,34,8,0,0,1,4,0,0,0,3,0,8,0,0,0,0,5,4,2,2,1,0,27,8,0,0,0,0
"1348","MIN201607160",20160716,"CLE",4,39,9,2,0,0,4,1,1,0,4,0,5,0,0,2,0,8,6,3,3,0,0,31,9,3,0,0,0
"1363","MIN201607170",20160717,"CLE",6,37,13,3,0,3,6,0,0,0,3,0,4,2,2,1,0,7,2,1,1,0,0,27,9,0,0,0,0
"1487","MIN201607260",20160726,"ATL",2,33,7,1,0,1,1,0,0,0,0,0,5,0,0,2,0,4,5,0,0,1,0,27,8,0,0,0,0
"1502","MIN201607270",20160727,"ATL",9,41,16,6,0,2,9,0,0,0,3,1,10,2,0,2,0,8,5,6,6,2,0,27,8,2,0,0,0
"1513","MIN201607280",20160728,"BAL",2,35,11,2,0,1,2,0,0,0,1,0,7,0,0,2,0,7,3,6,6,0,0,24,6,0,0,2,0
"1524","MIN201607290",20160729,"CHA",1,39,6,2,0,1,1,0,0,1,1,0,8,0,1,1,0,4,7,2,2,1,0,34,11,1,0,2,0
"1539","MIN201607300",20160730,"CHA",6,45,15,6,0,1,6,0,0,0,0,0,5,0,0,1,0,9,5,4,4,0,0,30,15,3,0,1,0
"1554","MIN201607310",20160731,"CHA",4,37,9,1,0,0,2,0,0,0,3,0,8,0,0,1,0,9,2,6,6,1,0,24,14,0,0,1,0
"1661","MIN201608080",20160808,"HOU",1,30,4,3,0,0,1,0,0,0,2,0,9,0,0,1,0,4,2,3,3,0,0,24,9,1,0,1,0
"1672","MIN201608090",20160809,"HOU",7,35,12,2,1,1,7,0,1,0,2,0,6,2,0,1,0,4,5,5,5,2,0,27,9,0,1,0,0
"1702","MIN201608111",20160811,"HOU",15,46,19,3,0,1,13,0,1,1,6,0,5,0,0,1,0,12,3,7,7,1,0,27,8,0,0,2,0
"1703","MIN201608112",20160811,"HOU",10,43,16,5,0,3,9,0,0,0,3,0,6,1,0,2,0,9,4,2,2,0,0,27,6,1,0,0,0
"1712","MIN201608120",20160812,"KCA",7,37,11,2,0,1,6,1,0,0,2,0,11,3,0,1,0,6,3,3,3,0,0,27,9,0,0,0,0
"1727","MIN201608130",20160813,"KCA",3,35,8,2,0,1,2,0,0,0,1,0,7,0,0,2,0,6,2,5,5,0,1,24,9,0,0,0,0
"1742","MIN201608140",20160814,"KCA",11,42,16,1,2,1,9,1,1,1,2,0,6,0,0,2,0,9,2,2,2,0,0,27,10,1,0,2,0
"1863","MIN201608230",20160823,"DET",8,37,14,3,0,2,7,0,0,0,4,0,5,1,0,2,0,6,3,3,3,0,1,27,12,0,0,0,0
"1877","MIN201608240",20160824,"DET",9,40,14,2,0,2,9,0,0,0,2,1,7,0,0,1,0,6,4,4,4,0,0,27,8,1,0,1,0
"1892","MIN201608250",20160825,"DET",8,37,11,5,0,1,8,0,0,2,6,0,5,1,0,2,0,10,4,5,5,0,0,27,12,0,0,0,0
"1990","MIN201609010",20160901,"CHA",5,41,15,3,0,2,5,0,0,0,4,0,11,0,0,0,0,13,4,8,8,2,0,24,4,0,0,1,0
"1997","MIN201609020",20160902,"CHA",11,42,17,2,0,1,11,1,1,0,6,2,12,0,0,0,0,12,3,3,3,1,0,27,12,1,0,3,0
"2012","MIN201609030",20160903,"CHA",3,31,4,1,0,2,3,0,0,0,4,0,9,0,0,0,0,5,5,5,5,1,0,24,4,1,0,0,0
"2027","MIN201609040",20160904,"CHA",13,53,16,3,0,2,13,1,0,0,4,0,13,0,1,0,0,9,8,11,11,3,0,36,9,0,0,0,0
"2041","MIN201609050",20160905,"KCA",11,39,16,4,0,2,11,0,2,0,5,0,9,1,0,1,0,8,5,5,5,0,0,27,8,0,0,1,0
"2056","MIN201609060",20160906,"KCA",10,36,10,0,0,2,10,0,0,1,5,0,8,3,0,0,0,5,4,3,3,0,0,27,8,0,0,1,0
"2071","MIN201609070",20160907,"KCA",5,35,11,2,0,2,5,0,0,0,3,0,7,2,0,1,0,6,4,5,5,1,0,24,9,1,1,0,0
"2095","MIN201609090",20160909,"CLE",5,38,9,1,0,1,5,0,0,1,5,0,8,0,0,0,0,12,6,3,3,0,0,27,14,1,0,2,0
"2110","MIN201609100",20160910,"CLE",1,41,7,2,0,0,1,0,1,0,5,1,5,0,0,1,0,10,10,2,2,0,1,35,16,0,0,0,0
"2125","MIN201609110",20160911,"CLE",7,38,13,0,1,1,6,1,0,0,6,0,6,1,0,1,0,11,2,0,0,1,0,27,4,1,0,0,0
"2250","MIN201609200",20160920,"DET",8,38,11,2,1,2,8,0,0,0,3,0,11,1,1,0,0,6,2,1,1,1,0,27,6,0,0,0,0
"2280","MIN201609221",20160922,"DET",9,33,9,1,0,2,6,0,1,0,7,1,8,1,1,1,0,5,4,2,2,0,0,27,8,1,0,1,0
"2281","MIN201609222",20160922,"DET",4,31,6,2,0,0,3,0,1,0,4,0,12,0,0,0,0,5,4,2,2,1,0,27,7,0,0,0,0
"2292","MIN201609230",20160923,"SEA",10,40,13,2,0,1,9,0,0,0,7,0,8,0,0,0,0,10,3,1,1,0,0,27,11,0,0,1,0
"2307","MIN201609240",20160924,"SEA",2,32,5,1,0,1,2,1,0,0,0,0,7,0,0,1,0,4,4,3,3,1,0,24,6,0,0,0,0
"2322","MIN201609250",20160925,"SEA",4,33,6,2,0,3,4,1,0,1,2,0,5,0,0,1,0,6,4,3,3,0,0,27,7,0,1,2,0
"16","NYA201604050",20160405,"HOU",5,34,6,2,0,1,4,0,0,1,3,0,10,3,0,0,0,6,3,3,3,0,0,27,11,0,0,2,0
"27","NYA201604060",20160406,"HOU",6,38,12,3,0,3,6,0,0,1,1,0,10,0,0,1,0,7,5,15,15,0,0,24,6,1,0,0,0
"40","NYA201604070",20160407,"HOU",5,36,9,2,0,2,5,0,0,0,0,0,14,0,0,0,0,4,4,8,8,0,0,24,4,1,0,0,0
"140","NYA201604150",20160415,"SEA",7,36,12,3,0,1,7,0,1,0,4,0,3,1,0,1,0,7,5,1,1,2,0,27,6,0,0,0,0
"155","NYA201604160",20160416,"SEA",3,37,10,3,0,1,3,0,0,0,1,0,13,1,0,0,0,8,5,2,2,1,0,27,10,1,0,1,0
"170","NYA201604170",20160417,"SEA",3,33,6,0,1,0,3,0,0,0,0,0,12,0,0,1,0,3,2,4,4,1,0,24,11,1,0,0,0
"194","NYA201604190",20160419,"OAK",3,43,11,1,2,0,3,0,0,0,1,0,12,0,1,0,0,8,6,2,2,1,0,33,11,1,0,0,0
"208","NYA201604200",20160420,"OAK",5,35,11,4,0,0,5,0,1,0,3,1,8,0,0,1,0,7,4,2,2,0,0,27,12,2,0,2,0
"223","NYA201604210",20160421,"OAK",7,35,10,1,0,4,7,0,1,0,3,0,8,3,0,0,0,5,5,2,2,0,0,27,12,1,0,1,0
"236","NYA201604220",20160422,"TBA",3,37,9,3,0,0,3,0,0,0,3,0,9,1,0,0,0,10,3,6,6,0,1,24,7,1,0,1,0
"251","NYA201604230",20160423,"TBA",2,31,6,2,0,1,2,0,0,0,1,0,9,0,1,1,0,3,4,2,2,2,0,26,5,2,0,0,0
"266","NYA201604240",20160424,"TBA",8,39,12,3,0,5,8,0,0,1,2,0,16,1,0,0,0,7,3,1,1,0,0,27,8,0,0,1,0
"425","NYA201605060",20160506,"BOS",2,39,13,2,0,1,2,0,0,0,2,0,10,2,0,1,0,12,2,3,3,0,0,24,12,0,0,1,0
"441","NYA201605070",20160507,"BOS",2,31,6,0,0,1,2,0,0,1,0,0,8,0,0,2,0,3,4,8,8,0,0,24,7,0,0,1,0
"456","NYA201605080",20160508,"BOS",5,32,7,1,0,4,5,0,0,1,1,0,10,1,0,1,0,2,1,1,1,0,0,27,9,0,0,1,0
"467","NYA201605090",20160509,"KCA",3,36,10,1,0,2,3,0,0,0,2,0,8,1,0,2,0,8,2,6,6,0,0,24,10,0,0,0,0
"480","NYA201605100",20160510,"KCA",7,35,9,1,0,4,7,1,0,1,1,0,8,0,0,0,0,4,6,9,9,1,1,24,12,1,0,1,0
"494","NYA201605110",20160511,"KCA",7,33,9,0,0,2,7,0,1,3,6,0,7,0,1,1,0,9,4,3,3,1,0,27,10,0,0,0,0
"509","NYA201605120",20160512,"KCA",3,35,9,2,0,1,3,0,0,0,2,0,5,0,0,1,0,7,3,7,7,0,0,24,5,0,0,0,0
"518","NYA201605130",20160513,"CHA",7,36,9,3,0,1,7,0,0,1,7,0,7,0,0,0,0,10,1,1,1,0,0,27,6,0,0,0,0
"533","NYA201605140",20160514,"CHA",1,32,5,2,0,1,1,0,0,0,1,0,10,0,0,0,0,5,2,2,2,0,0,24,6,0,0,1,0
"549","NYA201605150",20160515,"CHA",5,37,12,3,0,1,5,1,0,0,3,0,12,1,1,0,0,9,5,6,5,1,0,24,12,2,0,0,0
"671","NYA201605240",20160524,"TOR",0,28,2,0,0,0,0,1,0,1,4,0,7,1,0,0,0,7,4,6,6,0,0,24,7,0,2,0,0
"686","NYA201605250",20160525,"TOR",8,38,11,2,0,3,8,0,0,1,4,0,8,0,0,0,0,8,4,4,4,1,0,27,7,0,0,0,0
"698","NYA201605260",20160526,"TOR",3,34,6,1,0,0,3,0,0,1,1,0,11,0,0,0,0,6,3,1,1,0,0,27,10,0,0,1,0
"851","NYA201606060",20160606,"ANA",2,30,6,1,0,0,2,1,1,0,2,0,7,1,0,1,0,5,2,5,5,0,0,24,13,0,0,0,0
"862","NYA201606070",20160607,"ANA",3,32,5,3,0,1,3,0,0,0,2,0,7,0,0,0,0,4,5,6,6,0,0,24,13,2,0,2,0
"878","NYA201606080",20160608,"ANA",6,41,14,4,0,3,6,0,0,0,1,0,8,0,0,0,0,9,5,10,10,0,0,24,6,2,0,0,0
"891","NYA201606090",20160609,"ANA",3,34,8,3,0,1,3,0,0,1,1,0,9,1,1,0,0,6,4,6,6,1,1,24,8,0,0,0,0
"901","NYA201606100",20160610,"DET",0,32,6,0,0,0,0,0,0,0,2,0,7,0,0,1,0,7,2,3,3,0,0,24,19,1,0,2,0
"916","NYA201606110",20160611,"DET",6,36,10,1,0,2,6,0,0,1,1,0,7,1,0,0,0,5,5,1,1,0,0,27,10,1,0,1,0
"931","NYA201606120",20160612,"DET",4,35,9,2,0,1,4,0,1,0,2,0,12,1,0,0,0,7,4,1,1,0,0,27,5,0,0,0,0
"1054","NYA201606210",20160621,"COL",8,42,15,3,0,3,8,0,1,0,2,1,13,3,0,0,0,10,5,2,2,0,0,27,8,2,0,2,0
"1069","NYA201606220",20160622,"COL",8,35,9,1,0,2,8,1,0,0,2,0,11,0,0,0,0,3,6,8,8,0,0,24,6,1,0,1,0
"1092","NYA201606240",20160624,"MIN",3,33,7,3,0,0,3,0,0,0,2,0,12,0,0,1,0,5,4,2,2,0,0,24,8,3,0,0,0
"1108","NYA201606250",20160625,"MIN",1,30,3,0,0,1,1,0,0,0,1,0,12,0,0,0,0,3,3,2,2,0,0,24,6,2,0,2,0
"1123","NYA201606260",20160626,"MIN",7,33,8,0,0,6,7,0,0,0,4,0,6,0,1,1,0,3,2,1,1,0,0,27,12,0,0,0,0
"1135","NYA201606270",20160627,"TEX",9,37,9,2,0,2,9,0,0,3,4,0,10,2,0,0,0,8,4,6,6,1,0,27,8,0,0,1,0
"1148","NYA201606280",20160628,"TEX",7,37,11,1,0,1,7,0,0,1,1,0,4,0,0,1,0,5,3,1,1,0,0,27,9,0,0,1,0
"1162","NYA201606290",20160629,"TEX",7,36,9,2,0,2,7,0,0,0,3,0,9,1,1,0,0,5,4,9,9,0,0,25,9,1,0,1,0
"1175","NYA201606300",20160630,"TEX",1,31,4,0,0,1,1,0,0,0,3,0,16,0,0,0,0,6,4,1,1,0,0,26,6,0,1,0,0
"1334","NYA201607150",20160715,"BOS",5,35,8,0,0,3,5,0,0,0,4,0,10,0,0,0,0,7,4,3,3,0,0,27,5,0,0,0,0
"1349","NYA201607160",20160716,"BOS",5,37,10,0,0,1,5,0,0,0,4,0,4,0,0,1,0,9,3,2,2,0,0,27,9,0,0,1,0
"1364","NYA201607170",20160717,"BOS",1,29,3,1,0,1,1,0,0,0,3,0,9,0,0,1,0,4,4,3,3,0,0,24,12,1,0,0,0
"1379","NYA201607180",20160718,"BAL",1,30,5,0,0,1,1,0,0,1,5,0,6,1,0,1,0,8,3,2,2,0,0,24,7,0,0,0,0
"1391","NYA201607190",20160719,"BAL",1,30,4,1,0,0,1,0,0,0,2,0,6,0,0,1,0,4,4,7,7,0,0,24,13,1,0,2,0
"1405","NYA201607200",20160720,"BAL",0,32,5,1,0,0,0,0,0,0,2,0,11,0,0,0,0,7,3,5,5,0,0,24,9,0,0,1,0
"1419","NYA201607210",20160721,"BAL",4,36,9,1,0,0,4,1,0,0,1,0,3,0,0,0,0,7,3,1,1,0,0,27,11,0,0,2,0
"1431","NYA201607220",20160722,"SFN",2,36,9,3,0,0,1,0,0,0,3,0,9,0,0,0,0,10,3,3,3,1,0,24,1,4,0,0,0
"1446","NYA201607230",20160723,"SFN",2,43,9,3,0,1,2,0,0,0,3,0,13,1,0,1,0,8,7,0,0,0,0,36,14,2,1,1,0
"1461","NYA201607240",20160724,"SFN",2,36,10,1,1,0,2,0,0,0,3,0,7,0,0,0,0,10,2,5,5,0,0,24,10,0,0,2,0
"1594","NYA201608030",20160803,"NYN",5,35,10,1,0,2,5,0,0,0,5,0,8,0,0,3,0,8,4,9,9,0,0,24,8,1,0,1,0
"1609","NYA201608040",20160804,"NYN",4,34,6,1,0,2,4,0,0,0,2,0,8,0,0,0,0,5,4,1,1,0,0,27,11,0,0,1,0
"1620","NYA201608050",20160805,"CLE",7,35,11,2,0,1,7,0,1,1,4,0,10,0,2,0,0,7,4,13,13,1,1,24,14,0,0,1,0
