"","GAME_ID","Date","Team","Score","AtB","1B","2B","3B","Hr","RBI","SH","SF","HP","W","IW","SO","SB","CS","GDP","AFCI","LB","PU","IER","TER","WP","B","PO","A","E","PB","DP","TP"
"4044","LAN201305010",20130501,"COL",7,36,12,6,0,0,7,2,1,1,6,0,11,0,0,1,0,12,5,3,3,2,0,27,5,1,0,1,0
"4654","LAN201305060",20130506,"ARI",9,42,15,1,1,2,9,0,0,0,2,0,8,1,0,1,0,8,3,2,2,0,0,27,14,1,0,1,0
"4764","LAN201305070",20130507,"ARI",5,34,11,2,0,1,5,2,0,0,5,1,9,1,1,1,0,9,5,3,3,1,0,27,13,0,0,1,0
"4904","LAN201305080",20130508,"ARI",3,32,6,2,0,2,3,1,0,0,1,0,6,0,0,2,0,4,3,2,2,0,0,27,11,0,0,0,0
"5174","LAN201305100",20130510,"MIA",5,30,6,1,0,1,4,0,0,1,5,0,3,0,1,2,0,4,4,4,4,1,0,27,11,0,0,0,0
"5324","LAN201305110",20130511,"MIA",1,30,5,1,0,1,1,1,0,0,3,0,5,0,0,1,0,6,4,6,6,0,0,24,13,0,1,1,0
"5474","LAN201305120",20130512,"MIA",3,35,8,2,0,1,3,0,0,0,1,0,11,0,0,0,0,6,5,5,5,0,0,24,11,0,0,1,0
"5604","LAN201305130",20130513,"WAS",6,39,10,1,0,0,5,0,0,0,5,0,10,0,0,0,0,11,3,2,2,0,0,27,10,1,0,1,0
"5734","LAN201305140",20130514,"WAS",0,32,5,0,0,0,0,0,0,0,1,0,12,0,0,0,0,6,2,2,2,1,1,24,7,0,0,0,0
"5884","LAN201305150",20130515,"WAS",1,34,9,1,0,1,1,1,0,0,2,0,8,1,1,0,0,9,4,3,3,0,0,24,11,0,0,2,0
"7044","LAN201305240",20130524,"SLN",7,33,6,2,0,2,7,0,1,1,6,0,7,0,0,0,0,7,4,0,0,0,0,27,9,0,0,1,0
"7194","LAN201305250",20130525,"SLN",3,35,7,2,0,0,3,0,0,1,2,1,8,0,0,0,0,8,6,4,4,0,0,24,4,1,0,1,0
"7344","LAN201305260",20130526,"SLN",5,36,10,5,0,0,5,0,0,0,4,1,7,0,0,1,0,8,4,3,3,0,0,27,12,0,0,2,0
"7516","LAN201305270",20130527,"ANA",7,36,14,5,1,0,5,2,1,0,2,0,5,0,0,3,0,7,4,8,8,1,0,24,4,0,0,0,0
"7644","LAN201305280",20130528,"ANA",0,29,2,1,0,0,0,0,0,0,0,0,7,0,0,0,0,2,2,3,3,0,0,24,13,0,0,1,0
"8474","LAN201306030",20130603,"SDN",1,30,8,1,0,0,1,0,0,0,3,0,7,2,0,3,0,5,2,2,2,0,0,24,11,0,0,2,0
"8604","LAN201306040",20130604,"SDN",7,38,13,1,0,3,6,0,0,0,2,0,9,1,0,2,0,6,3,9,9,0,0,24,8,1,0,1,0
"8754","LAN201306050",20130605,"SDN",6,37,12,1,0,1,6,0,2,0,6,0,11,2,0,0,0,12,4,2,2,0,0,27,9,0,0,0,0
"8884","LAN201306060",20130606,"ATL",0,31,7,1,0,0,0,0,0,0,3,0,10,0,1,0,0,7,3,5,5,0,0,24,8,0,0,2,0
"9016","LAN201306070",20130607,"ATL",1,38,8,2,0,0,1,0,0,0,1,0,8,0,0,0,0,8,4,2,2,2,0,28,17,1,1,3,0
"9154","LAN201306080",20130608,"ATL",2,32,9,2,0,2,2,2,0,0,3,0,10,0,1,0,0,8,5,0,0,1,0,27,10,1,0,0,0
"9304","LAN201306090",20130609,"ATL",8,33,7,1,0,2,8,0,1,0,7,0,7,0,0,1,0,6,3,1,1,1,0,27,7,0,0,0,0
"9424","LAN201306100",20130610,"ARI",5,37,11,3,0,0,5,0,0,0,3,0,7,0,0,1,0,8,4,4,4,0,0,27,15,1,0,4,0
"9554","LAN201306110",20130611,"ARI",3,29,4,1,0,1,3,0,0,2,3,0,8,0,0,2,0,4,4,5,5,0,0,24,4,0,0,0,0
"9694","LAN201306120",20130612,"ARI",8,51,20,3,0,0,7,0,0,0,7,1,8,0,0,4,0,14,7,6,6,0,0,36,17,0,1,1,0
"11316","LAN201306240",20130624,"SFN",1,34,8,2,0,0,1,0,0,0,4,1,8,0,0,2,0,10,4,2,2,1,0,24,8,1,0,0,0
"11434","LAN201306250",20130625,"SFN",5,36,10,1,0,2,5,0,0,0,2,0,5,0,1,0,0,6,4,5,5,0,0,24,7,2,0,1,0
"11584","LAN201306260",20130626,"SFN",2,32,5,0,0,1,2,0,0,0,1,0,9,0,0,1,0,4,5,4,4,1,0,24,13,2,0,2,0
"11694","LAN201306270",20130627,"PHI",4,37,14,1,0,2,4,0,0,0,1,0,7,0,1,2,0,7,3,6,6,0,0,24,8,0,0,0,0
"11844","LAN201306280",20130628,"PHI",16,47,21,4,0,2,16,0,0,1,6,0,5,0,0,1,0,11,3,1,1,0,0,27,13,1,0,1,0
"11994","LAN201306290",20130629,"PHI",3,37,11,3,1,2,2,0,0,0,4,2,7,0,0,1,0,11,4,4,4,0,0,25,7,0,0,1,0
"12144","LAN201306300",20130630,"PHI",1,28,6,1,0,0,1,1,0,1,1,0,8,0,2,1,0,3,4,6,6,1,1,24,8,0,0,0,0
"13664","LAN201307110",20130711,"COL",1,33,7,0,0,1,1,0,0,0,0,0,11,0,0,1,0,5,4,5,5,0,0,24,11,1,0,3,0
"13794","LAN201307120",20130712,"COL",3,32,7,1,0,0,3,1,1,1,3,0,13,2,0,0,0,8,3,0,0,1,0,27,9,0,0,1,0
"13934","LAN201307130",20130713,"COL",0,28,2,0,0,0,0,0,0,0,1,0,9,1,1,0,0,2,1,1,1,0,0,24,15,1,0,2,0
"14094","LAN201307140",20130714,"COL",3,35,11,1,0,1,3,0,0,1,5,0,7,2,1,1,0,11,4,1,1,0,0,27,6,0,0,0,0
"15124","LAN201307250",20130725,"CIN",5,34,9,1,0,2,5,0,0,1,3,1,7,1,0,2,0,6,3,1,1,1,0,27,14,1,0,1,0
"15284","LAN201307260",20130726,"CIN",1,32,6,4,0,0,1,0,0,0,0,0,10,0,0,1,0,4,2,2,2,0,0,24,8,0,0,1,0
"15444","LAN201307270",20130727,"CIN",1,28,2,0,1,1,1,1,0,0,1,0,9,0,0,0,0,2,3,4,4,0,0,24,10,0,0,1,0
"15594","LAN201307280",20130728,"CIN",0,34,3,2,0,0,0,1,0,1,2,0,5,1,0,1,0,5,4,1,1,0,0,32,6,0,0,0,0
"15834","LAN201307300",20130730,"NYA",2,32,5,2,0,1,2,0,0,0,0,0,9,0,0,0,0,3,3,3,3,0,0,26,12,0,0,0,0
"15994","LAN201307310",20130731,"NYA",3,33,6,0,0,0,1,0,0,0,2,1,5,0,1,0,0,5,3,0,0,0,0,27,10,0,0,1,0
"17184","LAN201308090",20130809,"TBA",6,38,12,2,0,0,6,0,0,0,4,2,6,1,0,2,0,9,5,5,5,1,0,25,13,2,0,2,0
"17334","LAN201308100",20130810,"TBA",0,33,6,2,0,0,0,0,0,0,1,0,9,0,0,0,0,7,4,5,5,0,0,24,15,0,0,3,0
"17484","LAN201308110",20130811,"TBA",2,30,3,0,1,0,2,0,1,0,2,0,9,0,0,2,0,4,4,8,8,0,0,24,8,0,0,1,0
"17624","LAN201308120",20130812,"NYN",2,36,10,1,0,0,2,0,0,0,2,0,8,1,0,2,0,9,2,3,3,0,0,24,11,1,0,1,0
"17754","LAN201308130",20130813,"NYN",2,33,7,0,0,1,2,0,0,0,2,0,4,0,0,1,0,6,3,4,4,0,0,24,10,0,0,3,0
"17904","LAN201308140",20130814,"NYN",4,48,14,3,1,1,4,0,0,0,3,2,12,1,0,2,0,11,5,5,5,0,0,34,15,1,0,1,0
"19094","LAN201308230",20130823,"BOS",0,28,2,0,0,0,0,0,0,1,0,0,8,0,0,1,0,2,1,2,2,0,0,24,4,0,0,0,0
"19244","LAN201308240",20130824,"BOS",4,34,8,2,0,1,4,0,0,1,2,0,13,1,0,0,0,6,4,2,2,0,0,27,5,1,0,3,0
"19394","LAN201308250",20130825,"BOS",8,36,12,3,0,3,7,1,1,0,3,1,7,1,0,1,0,6,1,1,1,0,0,27,7,0,0,0,0
"19534","LAN201308260",20130826,"CHN",2,30,5,2,0,0,2,0,0,1,2,0,10,0,1,1,0,4,3,6,6,0,0,24,6,0,0,0,0
"19664","LAN201308270",20130827,"CHN",3,36,9,0,0,0,2,0,0,1,5,1,12,0,0,1,1,13,3,1,1,1,0,27,3,1,0,1,0
"19817","LAN201308280",20130828,"CHN",0,31,3,1,0,0,0,0,0,0,2,0,14,0,0,0,0,6,3,2,2,0,0,24,11,1,0,1,0
"20064","LAN201308300",20130830,"SDN",2,36,11,2,0,0,2,1,0,0,1,0,6,0,0,1,0,9,3,9,9,0,0,24,6,1,0,0,0
"20217","LAN201308310",20130831,"SDN",1,35,10,3,0,1,1,0,0,0,1,1,10,0,0,1,0,8,2,2,2,0,0,24,12,1,0,0,0
"20364","LAN201309010",20130901,"SDN",1,29,3,0,0,0,1,1,0,0,2,0,10,1,0,0,0,4,4,2,2,0,0,24,7,0,0,0,0
"21444","LAN201309090",20130909,"ARI",1,32,4,2,0,0,1,0,0,0,3,0,7,0,0,0,0,7,7,8,8,1,0,24,8,1,0,0,0
"21574","LAN201309100",20130910,"ARI",3,38,5,1,0,1,3,0,0,0,1,0,9,0,0,1,0,3,4,3,3,3,0,31,12,2,0,0,0
"21724","LAN201309110",20130911,"ARI",4,37,15,3,0,0,3,0,0,0,3,0,4,1,1,4,0,9,4,1,1,0,0,27,13,0,0,1,0
"21834","LAN201309120",20130912,"SFN",2,35,9,1,0,1,2,1,0,0,5,1,7,2,2,1,0,9,5,2,2,0,0,28,11,1,0,0,0
"21984","LAN201309130",20130913,"SFN",4,35,9,1,0,1,4,0,0,0,0,0,9,0,0,1,0,4,6,2,2,0,0,27,13,0,0,2,0
"22134","LAN201309140",20130914,"SFN",19,49,22,5,0,2,19,0,0,0,7,0,4,0,0,2,0,10,4,3,3,0,0,27,6,0,0,1,0
"22294","LAN201309150",20130915,"SFN",4,33,6,0,0,3,4,0,0,0,2,0,8,1,0,0,0,4,4,3,3,0,0,27,13,1,0,0,0
"23954","LAN201309270",20130927,"COL",0,31,5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,4,11,11,0,0,24,9,3,0,1,0
"24104","LAN201309280",20130928,"COL",1,32,5,2,0,0,1,0,0,0,1,1,9,0,0,0,0,5,6,0,0,0,0,27,7,1,0,0,0
"24254","LAN201309290",20130929,"COL",2,35,11,1,0,0,2,1,0,0,5,0,10,1,0,2,0,12,5,1,1,0,0,27,6,0,1,1,0
"9816","MIA201304080",20130408,"ATL",2,36,10,1,0,1,2,1,0,0,0,0,6,0,0,0,0,8,3,0,0,0,0,27,14,1,0,1,0
"11017","MIA201304090",20130409,"ATL",3,35,8,3,0,1,3,0,0,0,1,0,9,0,0,0,0,6,3,1,1,0,0,27,16,1,0,2,0
"12316","MIA201304100",20130410,"ATL",8,37,13,1,0,2,8,1,1,0,5,0,6,1,0,2,0,9,3,0,0,0,0,27,9,0,0,1,0
"14516","MIA201304120",20130412,"PHI",3,38,10,4,1,0,3,2,0,0,2,2,4,0,1,0,0,9,5,1,1,0,0,30,13,0,0,2,0
"16016","MIA201304130",20130413,"PHI",1,32,5,1,0,0,0,0,0,0,4,0,8,0,0,0,0,8,4,1,1,0,0,25,7,1,0,1,0
"17416","MIA201304140",20130414,"PHI",2,35,12,2,0,1,2,0,0,1,3,1,5,1,1,3,0,10,2,1,1,0,0,27,11,0,0,1,0
"18516","MIA201304150",20130415,"WAS",10,40,16,5,0,1,10,1,0,0,2,1,8,0,0,0,0,6,1,3,3,0,0,27,15,0,0,1,0
"20016","MIA201304160",20130416,"WAS",2,33,8,4,0,0,2,0,0,0,3,1,4,0,0,2,0,7,4,4,4,0,0,24,9,1,0,1,0
"21116","MIA201304170",20130417,"WAS",6,38,11,1,1,1,6,0,1,0,1,0,10,1,0,0,0,7,3,1,1,0,0,27,10,1,0,0,0
"3174","MIA201304250",20130425,"CHN",4,34,6,3,0,2,4,0,0,1,0,0,9,0,0,0,0,4,4,3,3,0,0,27,10,0,0,0,0
"3304","MIA201304260",20130426,"CHN",4,35,10,2,0,2,4,0,0,1,1,0,3,1,1,0,0,6,4,2,2,1,0,27,10,0,0,2,0
"3454","MIA201304270",20130427,"CHN",3,32,8,3,0,0,2,0,0,0,4,0,5,0,1,2,0,6,5,2,2,1,0,27,10,0,0,1,0
"3616","MIA201304280",20130428,"CHN",4,34,7,2,0,1,4,0,0,0,2,0,2,0,0,0,0,5,2,6,6,0,0,24,11,0,0,0,0
"3754","MIA201304290",20130429,"NYN",3,54,11,2,0,1,3,2,0,0,6,2,16,1,0,1,0,14,9,4,4,0,0,44,20,0,0,5,0
"3904","MIA201304300",20130430,"NYN",1,29,4,2,0,0,1,0,1,0,0,0,8,0,0,1,0,2,2,2,2,1,0,24,11,0,1,2,0
"4054","MIA201305010",20130501,"NYN",7,39,13,2,0,2,7,0,0,1,3,0,9,0,1,1,0,9,5,4,4,0,0,27,18,2,0,1,0
"5744","MIA201305140",20130514,"CIN",6,33,10,2,0,0,6,2,0,1,5,1,7,0,1,1,0,8,1,2,2,0,0,27,7,0,0,1,0
"5894","MIA201305150",20130515,"CIN",4,36,11,3,0,2,4,0,0,0,4,1,5,0,0,2,0,9,4,0,0,1,0,27,12,0,0,2,0
"5984","MIA201305160",20130516,"CIN",5,34,8,2,0,1,5,2,1,0,5,2,7,0,1,0,0,7,3,3,3,0,0,30,17,0,0,1,0
"6124","MIA201305170",20130517,"ARI",9,40,16,2,0,3,9,0,1,0,2,0,4,0,0,2,0,7,2,2,2,0,0,27,16,0,0,3,0
"6274","MIA201305180",20130518,"ARI",1,29,4,0,0,1,1,0,0,0,3,0,9,0,1,1,0,4,1,0,0,0,1,27,7,0,1,0,0
"6417","MIA201305190",20130519,"ARI",1,30,6,1,0,0,1,0,1,1,3,0,11,0,1,0,0,7,3,2,2,1,0,24,9,0,0,0,0
"6544","MIA201305200",20130520,"PHI",1,31,7,2,0,1,1,0,0,1,2,0,6,1,1,2,0,6,4,5,5,0,0,24,3,2,0,1,0
"6684","MIA201305210",20130521,"PHI",7,43,15,3,0,1,7,0,0,0,3,2,5,0,0,0,0,12,3,3,3,0,0,27,10,0,0,2,0
"6834","MIA201305220",20130522,"PHI",3,38,12,1,1,1,3,0,0,0,1,1,9,1,1,0,0,9,1,0,0,0,0,27,8,0,0,2,0
"7764","MIA201305290",20130529,"TBA",3,30,7,2,0,0,2,0,1,0,1,0,4,0,1,1,0,2,2,0,0,0,0,27,12,1,0,0,0
"7917","MIA201305300",20130530,"TBA",5,32,6,2,0,2,5,0,0,0,8,1,9,1,0,1,0,8,6,0,0,0,0,27,12,1,2,1,0
"8074","MIA201305310",20130531,"NYN",1,32,7,2,0,0,1,0,0,0,1,0,6,0,1,1,0,5,3,4,4,0,0,24,12,1,0,1,0
"8216","MIA201306010",20130601,"NYN",1,31,5,1,0,0,1,0,0,0,1,0,9,0,1,0,0,4,4,7,6,0,0,24,18,1,0,1,0
"8374","MIA201306020",20130602,"NYN",6,36,9,1,0,3,6,0,0,0,2,0,4,0,0,0,0,5,4,11,11,0,0,24,12,1,0,2,0
"9434","MIA201306100",20130610,"MIL",6,39,16,2,1,1,6,0,1,1,2,0,7,1,0,3,0,10,2,1,1,0,0,27,17,0,0,3,0
"9564","MIA201306110",20130611,"MIL",4,29,5,0,1,0,4,2,1,0,2,0,6,2,0,1,0,3,4,5,5,0,0,24,10,0,0,2,0
"9704","MIA201306120",20130612,"MIL",10,35,12,0,3,1,9,0,2,1,2,0,7,0,1,1,0,3,3,1,1,0,0,27,16,0,0,1,0
"9944","MIA201306140",20130614,"SLN",4,35,8,2,0,0,4,0,0,0,2,0,13,0,0,1,0,6,4,3,3,0,0,24,13,1,0,2,0
"10094","MIA201306150",20130615,"SLN",13,42,17,2,1,3,12,1,0,1,4,0,7,0,0,2,0,8,5,7,7,0,0,27,8,0,0,1,0
"10244","MIA201306160",20130616,"SLN",2,31,5,0,0,0,2,1,0,0,4,0,6,0,0,0,0,7,4,7,7,0,0,24,10,0,0,0,0
"11444","MIA201306250",20130625,"MIN",2,35,8,1,0,0,2,0,0,0,3,0,8,0,0,0,0,9,4,4,4,0,0,24,8,3,0,1,0
"11594","MIA201306260",20130626,"MIN",3,34,8,0,0,0,3,0,0,0,5,0,5,0,1,1,0,9,4,5,5,0,0,24,9,1,0,0,0
"11854","MIA201306280",20130628,"SDN",9,40,15,2,1,1,7,1,0,1,1,0,8,2,0,1,0,7,3,2,2,0,0,27,6,0,0,0,0
"12004","MIA201306290",20130629,"SDN",1,32,7,1,1,0,1,0,0,0,1,0,7,0,0,1,0,5,3,6,6,1,0,24,6,1,0,1,0
"12154","MIA201306300",20130630,"SDN",2,30,5,0,0,1,2,0,0,0,5,0,2,0,1,1,0,6,4,6,6,0,0,25,13,1,0,1,0
"12224","MIA201307010",20130701,"SDN",0,30,3,1,0,0,0,0,0,0,2,0,11,0,0,0,0,5,3,0,0,0,0,24,10,1,0,2,0
"13216","MIA201307080",20130708,"ATL",7,50,9,3,1,0,6,0,1,0,4,1,9,0,0,1,0,6,7,1,1,1,0,42,15,0,0,1,0
"13354","MIA201307090",20130709,"ATL",6,34,11,3,0,1,5,0,2,0,6,1,8,0,0,1,0,9,3,1,1,0,0,27,11,1,0,0,0
"13504","MIA201307100",20130710,"ATL",2,32,6,3,0,0,2,0,0,0,3,0,9,0,0,0,0,6,4,6,6,0,0,24,15,1,0,1,0
"13804","MIA201307120",20130712,"WAS",3,32,6,2,0,0,3,1,0,0,7,0,9,1,0,0,0,10,3,8,8,0,0,24,9,0,0,0,0
"13944","MIA201307130",20130713,"WAS",1,32,7,0,0,0,1,2,1,0,5,0,11,1,2,1,0,9,5,1,1,0,0,29,10,1,0,1,0
"14106","MIA201307140",20130714,"WAS",5,42,14,6,0,0,5,0,0,0,4,0,5,0,0,0,0,11,6,2,2,0,0,30,15,0,0,2,0
"15294","MIA201307260",20130726,"PIT",0,31,5,1,0,0,0,0,0,0,1,0,11,1,0,1,0,5,2,2,2,0,0,24,12,0,0,0,0
"15454","MIA201307270",20130727,"PIT",7,41,14,5,1,0,7,0,0,0,3,2,10,0,0,0,0,10,5,3,3,0,0,27,10,2,0,2,0
"15604","MIA201307280",20130728,"PIT",2,32,6,1,0,0,2,0,0,0,1,0,13,1,0,1,0,4,2,3,3,0,0,24,6,0,0,0,0
"15694","MIA201307290",20130729,"NYN",6,37,10,3,0,0,6,0,0,0,3,0,5,1,0,0,0,7,5,3,3,0,0,27,14,1,0,0,0
"15844","MIA201307300",20130730,"NYN",4,37,9,1,2,0,4,1,0,0,8,2,8,1,0,1,0,12,4,2,2,0,0,30,13,0,0,1,0
"16004","MIA201307310",20130731,"NYN",2,33,8,2,1,0,1,0,0,1,2,0,3,1,0,3,0,7,3,3,3,1,0,24,9,1,0,1,0
"16124","MIA201308010",20130801,"NYN",0,31,6,1,1,0,0,0,0,1,6,0,9,0,0,1,0,11,3,3,3,0,0,24,6,1,0,0,0
"16244","MIA201308020",20130802,"CLE",0,30,3,1,0,0,0,0,0,0,1,0,16,0,0,0,0,4,4,7,7,1,0,24,11,2,0,1,0
"16394","MIA201308030",20130803,"CLE",4,35,9,1,0,0,3,0,0,0,4,0,8,6,0,0,0,8,4,3,3,0,0,27,3,0,0,0,0
"16544","MIA201308040",20130804,"CLE",2,35,11,2,0,0,2,2,0,0,1,0,4,0,0,1,0,9,4,0,0,0,0,27,5,0,0,0,0
"18144","MIA201308160",20130816,"SFN",14,48,19,4,3,1,13,0,0,1,3,2,8,0,0,0,0,11,5,10,10,4,0,27,8,1,0,1,0
"18294","MIA201308170",20130817,"SFN",6,30,5,0,1,0,5,0,0,0,8,0,6,0,0,2,0,5,3,3,3,0,0,27,7,1,0,0,0
"18444","MIA201308180",20130818,"SFN",5,37,13,3,0,2,5,1,0,0,5,0,7,0,0,2,0,11,5,5,5,2,0,24,10,1,0,0,0
"18564","MIA201308190",20130819,"LAN",2,34,6,2,0,0,2,0,0,1,3,1,11,0,0,0,0,9,4,6,6,1,0,24,12,0,0,2,0
"18717","MIA201308200",20130820,"LAN",6,40,16,3,0,1,5,0,0,0,5,2,3,1,0,3,0,12,7,4,4,0,0,27,14,0,0,1,0
"18864","MIA201308210",20130821,"LAN",4,32,7,2,0,0,3,1,1,0,3,0,7,1,0,1,1,7,2,1,1,0,0,27,10,0,0,0,0
"18974","MIA201308220",20130822,"LAN",6,34,8,5,0,0,6,0,1,3,5,0,8,0,0,0,0,10,2,0,0,1,0,27,14,0,0,3,0
"19106","MIA201308230",20130823,"COL",3,35,9,4,1,0,3,0,0,0,2,0,9,0,0,1,0,7,3,2,2,0,0,27,13,0,0,1,0
"19254","MIA201308240",20130824,"COL",0,31,4,1,0,0,0,0,0,0,0,0,10,0,0,0,0,4,2,3,3,0,0,24,7,0,0,0,0
"19404","MIA201308250",20130825,"COL",4,32,7,1,0,0,3,1,1,0,1,0,7,0,0,1,0,4,6,3,3,0,0,27,11,1,1,1,0
"21024","MIA201309060",20130906,"WAS",0,27,2,0,0,0,0,0,0,0,2,0,10,0,0,2,0,2,6,7,7,0,0,24,5,1,0,0,0
"21174","MIA201309070",20130907,"WAS",9,42,16,4,0,2,9,0,1,0,1,0,5,0,0,0,0,8,4,2,2,1,0,27,12,0,0,1,0
"21324","MIA201309080",20130908,"WAS",6,37,11,2,2,2,6,1,0,0,5,0,10,2,0,0,0,10,4,4,4,1,2,27,12,1,0,0,0
"21454","MIA201309090",20130909,"ATL",5,31,5,3,0,0,4,0,0,0,4,0,5,1,0,1,0,3,4,2,2,0,0,27,7,1,0,1,0
"21584","MIA201309100",20130910,"ATL",4,34,10,2,0,0,4,2,0,0,5,1,6,1,0,1,0,10,5,3,3,0,0,27,7,1,0,0,0
"21734","MIA201309110",20130911,"ATL",2,34,7,3,1,1,2,0,0,0,3,0,8,0,0,0,0,8,2,4,4,0,0,24,9,1,0,1,0
"21844","MIA201309120",20130912,"ATL",6,33,9,3,0,1,6,1,0,1,6,0,9,0,1,1,0,8,4,1,1,0,0,27,13,0,0,1,0
"23434","MIA201309230",20130923,"PHI",0,31,4,1,0,0,0,0,0,0,2,0,6,0,0,0,0,6,7,4,4,0,0,24,10,0,0,1,0
"23574","MIA201309240",20130924,"PHI",2,31,5,1,0,0,2,0,0,0,4,0,6,0,0,1,0,6,5,1,1,0,0,27,15,1,0,0,0
"23724","MIA201309250",20130925,"PHI",2,36,10,1,0,0,2,0,0,0,2,0,6,0,0,1,0,9,3,3,3,0,0,24,9,1,0,0,0
"23964","MIA201309270",20130927,"DET",2,32,7,1,0,0,2,0,0,0,3,0,6,0,0,2,0,6,5,3,3,0,0,24,12,0,0,1,0
"24117","MIA201309280",20130928,"DET",1,35,9,0,0,0,1,1,1,0,4,0,8,0,0,2,0,10,6,2,2,0,0,28,8,0,0,1,0
"24264","MIA201309290",20130929,"DET",0,28,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,3,4,1,1,2,0,26,3,1,0,0,0
"9106","MIL201304010",20130401,"COL",4,40,12,0,0,3,4,0,0,0,1,0,11,0,0,1,0,7,5,5,5,0,0,29,12,0,0,0,0
"19107","MIL201304020",20130402,"COL",8,38,14,0,0,2,8,0,2,0,2,0,11,0,0,1,0,7,6,4,4,0,0,27,10,2,0,3,0
"3117","MIL201304030",20130403,"COL",7,38,15,2,0,3,7,1,0,0,4,0,8,0,1,2,0,9,4,3,3,0,0,27,13,0,0,0,0
"5717","MIL201304050",20130405,"ARI",3,30,6,3,0,0,1,2,0,0,3,0,8,0,0,0,0,5,4,1,1,0,0,27,11,0,0,2,0
"7216","MIL201304060",20130406,"ARI",9,43,16,2,0,3,8,0,0,0,3,0,3,0,0,1,1,11,4,2,2,0,0,27,15,0,0,2,0
"8716","MIL201304070",20130407,"ARI",8,43,14,3,0,2,8,1,1,0,3,0,9,0,1,0,0,7,6,7,7,1,0,33,9,0,0,2,0
"20117","MIL201304160",20130416,"SFN",8,36,12,2,0,1,8,1,2,0,5,0,5,1,0,1,0,9,4,10,10,0,0,24,4,0,0,0,0
"21216","MIL201304170",20130417,"SFN",3,32,6,0,0,0,3,1,0,0,2,0,7,1,0,0,0,5,2,4,4,0,0,25,12,1,0,1,0
"22217","MIL201304180",20130418,"SFN",2,33,7,2,0,1,2,0,1,0,2,0,10,1,0,0,0,7,3,7,7,0,0,24,7,0,0,0,0
"23217","MIL201304190",20130419,"CHN",4,32,10,1,0,3,4,1,0,1,2,0,8,0,1,2,0,5,3,4,4,0,0,24,12,1,0,0,0
"2484","MIL201304200",20130420,"CHN",1,33,7,2,0,0,1,0,0,0,0,0,7,0,0,1,0,5,3,1,1,0,0,24,13,3,0,0,0
"2644","MIL201304210",20130421,"CHN",2,31,5,0,0,1,2,0,0,0,4,0,6,1,0,2,0,6,4,1,1,0,0,24,8,2,0,0,0
"3764","MIL201304290",20130429,"PIT",4,33,5,1,0,1,4,0,0,0,2,0,7,0,0,0,0,4,4,10,10,0,0,24,13,1,0,1,0
"3916","MIL201304300",20130430,"PIT",8,40,14,1,0,4,8,0,0,0,1,0,10,0,0,1,0,6,5,12,12,0,0,24,10,1,0,1,0
"4064","MIL201305010",20130501,"PIT",6,36,9,0,0,3,6,0,0,0,1,0,7,1,0,0,0,4,5,3,3,0,0,27,9,1,0,1,0
"4144","MIL201305020",20130502,"SLN",6,37,12,0,0,0,6,0,0,1,2,0,6,0,0,2,0,7,5,4,4,0,0,27,8,1,0,1,0
"4254","MIL201305030",20130503,"SLN",6,39,15,4,0,2,5,0,0,0,3,1,6,0,0,1,0,9,4,1,1,0,0,27,12,0,0,2,0
"4394","MIL201305040",20130504,"SLN",7,36,10,1,0,3,7,0,0,0,2,0,9,1,0,0,0,4,6,6,6,0,0,27,13,0,0,4,0
"4544","MIL201305050",20130505,"SLN",10,37,11,1,1,1,10,0,0,3,7,0,11,1,0,1,0,10,2,1,1,0,0,27,13,0,0,1,0
"4774","MIL201305070",20130507,"TEX",3,33,7,3,0,1,3,0,1,0,1,0,2,0,0,1,0,5,4,6,6,0,0,24,6,0,0,1,0
"4917","MIL201305080",20130508,"TEX",4,38,12,2,0,2,4,0,0,0,3,0,9,1,0,1,0,10,3,1,1,1,0,27,11,0,0,1,0
"6554","MIL201305200",20130520,"LAN",3,34,8,1,1,2,3,0,0,0,1,0,12,0,0,1,0,5,1,1,1,1,0,27,12,1,0,0,0
"6694","MIL201305210",20130521,"LAN",2,36,10,0,0,0,2,1,0,1,5,0,10,0,0,0,0,14,4,5,5,0,0,24,9,0,0,1,0
"6844","MIL201305220",20130522,"LAN",9,38,12,2,0,1,8,0,0,0,6,0,7,2,0,2,0,8,3,2,2,0,0,27,16,1,0,2,0
"7054","MIL201305240",20130524,"PIT",1,32,5,1,1,0,1,0,0,0,1,0,8,0,0,0,0,5,2,2,2,0,0,24,12,0,0,0,0
"7204","MIL201305250",20130525,"PIT",5,34,9,0,0,4,5,0,0,0,4,1,7,1,1,2,0,6,4,2,2,0,0,27,11,0,0,1,0
"7354","MIL201305260",20130526,"PIT",5,34,10,3,1,0,5,0,2,1,4,0,12,2,0,1,0,9,4,4,4,0,0,27,9,1,0,1,0
"7524","MIL201305270",20130527,"MIN",6,34,9,2,0,2,6,1,0,0,7,0,7,1,0,0,0,9,5,3,3,0,0,27,10,0,0,3,0
"7654","MIL201305280",20130528,"MIN",6,46,8,1,0,3,6,2,2,0,5,0,14,0,1,0,0,7,8,5,5,0,0,42,16,0,0,1,0
"8484","MIL201306030",20130603,"OAK",10,44,19,4,0,2,9,0,0,0,3,1,4,0,1,1,0,10,3,2,2,0,0,27,12,0,0,0,0
