"","GAME_ID","Date","Team","Score","AtB","1B","2B","3B","Hr","RBI","SH","SF","HP","W","IW","SO","SB","CS","GDP","AFCI","LB","PU","IER","TER","WP","B","PO","A","E","PB","DP","TP"
"553","ATL201005160",20100516,"ARI",1,27,3,0,0,0,1,1,0,0,1,0,8,0,1,0,0,1,5,12,12,3,0,24,9,2,0,1,0
"567","ATL201005170",20100517,"NYN",3,29,5,2,0,0,3,1,0,1,3,0,7,2,0,2,0,4,3,2,2,1,0,27,17,0,0,3,0
"582","ATL201005180",20100518,"NYN",2,29,5,0,0,2,2,1,0,0,2,0,9,0,0,2,0,3,3,2,2,0,0,24,10,1,0,0,0
"598","ATL201005190",20100519,"CIN",4,37,11,4,0,1,4,1,0,0,3,0,10,0,0,0,0,10,4,5,5,0,0,26,9,0,0,0,0
"613","ATL201005200",20100520,"CIN",9,38,13,2,0,2,9,0,0,1,5,0,9,0,0,3,0,8,5,7,7,0,0,25,11,4,0,2,0
"718","ATL201005280",20100528,"PIT",3,31,7,4,0,0,3,0,1,0,3,0,4,0,1,2,0,5,3,7,7,0,0,24,7,1,0,0,0
"733","ATL201005290",20100529,"PIT",3,31,9,2,1,1,3,1,0,0,2,0,10,0,0,1,0,4,4,6,6,2,0,24,7,0,0,0,0
"748","ATL201005300",20100530,"PIT",2,29,4,0,0,1,2,1,0,0,2,0,6,0,0,1,0,3,3,5,5,0,0,24,5,0,0,0,0
"761","ATL201005310",20100531,"PHI",3,31,6,4,0,0,3,0,0,1,4,0,3,1,0,2,0,6,4,7,7,0,0,24,7,2,0,0,0
"776","ATL201006010",20100601,"PHI",3,36,10,2,0,1,3,0,0,1,3,0,8,0,0,0,0,10,7,6,6,0,0,24,7,2,0,2,0
"791","ATL201006020",20100602,"PHI",1,30,6,0,0,0,1,1,0,0,2,1,8,0,0,2,0,5,3,2,2,0,0,24,6,0,0,3,0
"960","ATL201006150",20100615,"TBA",10,40,12,4,1,1,10,0,1,0,6,1,11,2,0,0,0,10,4,3,3,2,0,27,8,1,0,0,0
"975","ATL201006160",20100616,"TBA",2,31,5,2,0,0,2,0,0,0,3,0,9,1,0,0,0,5,4,6,6,0,0,24,8,1,0,0,0
"989","ATL201006170",20100617,"TBA",1,29,4,0,0,0,1,0,0,0,5,0,7,0,1,1,0,6,3,3,3,0,0,24,10,0,0,1,0
"999","ATL201006180",20100618,"KCA",4,33,8,1,0,1,4,0,0,1,3,0,6,1,0,2,0,6,4,6,6,2,0,24,8,0,0,0,0
"1014","ATL201006190",20100619,"KCA",4,34,9,3,0,0,4,1,1,0,2,0,6,0,1,1,0,7,3,4,4,0,0,24,15,1,1,1,0
"1029","ATL201006200",20100620,"KCA",5,39,11,2,0,0,5,1,0,0,3,0,8,0,0,0,0,11,4,8,8,1,0,24,4,0,0,1,0
"1092","ATL201006250",20100625,"DET",1,33,6,2,0,0,1,0,0,0,2,0,9,0,0,0,0,7,3,3,3,1,0,24,10,0,0,1,0
"1107","ATL201006260",20100626,"DET",3,30,3,0,0,1,3,0,0,0,7,0,9,1,0,0,0,7,4,4,4,0,0,24,9,0,0,0,0
"1122","ATL201006270",20100627,"DET",10,39,17,0,0,1,10,1,1,0,3,0,6,3,1,2,0,7,3,4,4,1,0,27,8,0,0,1,0
"1132","ATL201006280",20100628,"WAS",0,29,5,1,0,0,0,1,0,0,5,0,8,0,1,1,0,8,4,4,3,0,0,24,11,1,0,2,0
"1147","ATL201006290",20100629,"WAS",7,37,11,1,0,1,7,0,1,1,3,1,10,2,0,0,0,8,3,2,2,0,0,27,15,0,0,0,0
"1162","ATL201006300",20100630,"WAS",1,32,8,2,0,0,0,1,0,0,3,0,12,0,0,2,0,8,5,4,4,0,0,24,6,0,0,0,0
"1189","ATL201007020",20100702,"FLO",3,38,9,0,0,2,2,1,0,0,2,1,10,1,1,3,0,5,5,4,4,0,0,30,8,0,0,1,0
"1204","ATL201007030",20100703,"FLO",1,33,7,0,0,0,0,0,0,2,2,0,11,1,0,2,0,9,2,4,4,1,0,24,9,0,0,1,0
"1219","ATL201007040",20100704,"FLO",3,33,7,0,0,1,3,1,0,0,1,0,8,1,0,0,0,5,5,2,2,0,0,27,6,1,0,0,0
"1327","ATL201007150",20100715,"MIL",1,32,7,1,0,1,1,1,0,0,2,0,5,0,0,0,0,7,4,2,2,0,0,24,9,0,0,0,0
"1338","ATL201007160",20100716,"MIL",9,41,16,3,0,1,8,1,1,1,2,0,9,1,0,0,0,10,5,3,3,0,0,27,11,1,1,1,0
"1354","ATL201007170",20100717,"MIL",6,31,7,1,0,1,5,0,0,1,4,0,2,0,1,2,0,3,4,3,3,0,0,27,6,0,0,1,0
"1369","ATL201007180",20100718,"MIL",6,36,14,2,0,3,6,0,1,0,4,0,7,0,1,3,0,8,3,11,11,0,0,24,11,0,0,1,0
"1398","ATL201007200",20100720,"SDN",1,31,5,0,0,1,1,0,0,0,3,0,9,0,2,0,1,7,3,4,4,0,0,24,9,0,0,1,0
"1413","ATL201007210",20100721,"SDN",6,45,12,3,0,1,6,2,0,2,6,2,9,3,0,1,0,13,7,4,4,0,0,36,16,1,1,0,0
"1426","ATL201007220",20100722,"SDN",0,28,4,0,0,0,0,1,0,1,4,0,4,0,0,2,0,7,3,7,7,0,0,24,9,1,0,0,0
"1578","ATL201008020",20100802,"NYN",1,35,8,1,0,0,1,0,0,0,3,0,5,1,0,0,0,10,2,4,4,0,0,24,6,0,0,0,0
"1592","ATL201008030",20100803,"NYN",3,32,9,2,0,1,3,3,0,0,2,0,6,1,1,1,0,7,4,2,2,0,0,27,15,0,0,1,0
"1607","ATL201008040",20100804,"NYN",3,30,6,1,0,0,3,2,1,0,6,0,5,1,0,1,0,9,3,4,4,0,0,24,9,4,0,2,0
"1620","ATL201008050",20100805,"SFN",2,35,8,5,0,0,2,0,0,0,3,0,6,0,0,0,0,9,2,3,3,0,0,24,8,0,0,0,0
"1632","ATL201008060",20100806,"SFN",3,33,4,1,0,0,3,1,1,1,8,3,4,2,1,3,0,8,5,2,2,0,0,33,10,0,0,0,0
"1647","ATL201008070",20100807,"SFN",0,28,3,1,0,0,0,0,0,1,1,0,9,0,0,2,0,3,4,3,3,0,0,24,9,0,0,3,0
"1662","ATL201008080",20100808,"SFN",3,33,8,3,0,1,2,0,0,1,1,0,7,0,0,2,0,5,5,6,6,0,0,24,5,1,0,1,0
"1724","ATL201008130",20100813,"LAN",0,29,4,0,0,0,0,0,0,0,1,0,7,0,1,1,0,3,2,1,1,0,0,24,8,0,0,0,0
"1739","ATL201008140",20100814,"LAN",2,35,12,0,0,0,1,0,1,0,1,1,10,1,1,2,0,8,5,1,1,0,0,27,6,0,0,1,0
"1754","ATL201008150",20100815,"LAN",1,30,6,2,0,0,0,1,0,1,2,0,8,0,0,1,0,6,4,13,13,0,0,24,8,0,0,1,0
"1766","ATL201008160",20100816,"LAN",3,32,6,2,0,0,1,0,0,0,2,0,4,1,1,0,0,4,3,4,4,1,0,25,7,0,0,1,0
"1778","ATL201008170",20100817,"WAS",2,34,7,4,0,0,2,0,0,0,2,0,9,0,0,0,0,7,4,7,7,0,0,24,9,2,0,0,0
"1793","ATL201008180",20100818,"WAS",2,31,9,0,0,0,2,0,0,0,2,0,7,0,0,4,0,4,3,3,3,0,0,26,10,0,0,3,0
"1807","ATL201008190",20100819,"WAS",6,33,7,1,0,2,6,1,0,0,3,1,10,1,0,0,0,4,5,2,2,0,0,27,11,0,0,2,0
"1914","ATL201008270",20100827,"FLO",7,35,10,2,0,4,7,0,1,0,3,0,8,0,0,1,0,5,2,1,1,0,0,27,10,1,0,0,0
"1929","ATL201008280",20100828,"FLO",3,35,9,3,1,0,3,0,1,0,2,1,15,2,0,0,0,8,4,11,11,2,0,24,11,1,0,1,0
"1944","ATL201008290",20100829,"FLO",6,37,9,2,1,1,6,0,0,0,5,0,11,0,0,0,0,9,5,4,4,0,0,26,9,3,0,1,0
"1958","ATL201008300",20100830,"NYN",3,34,9,2,1,0,3,2,0,0,6,0,12,0,0,0,0,12,5,9,9,1,0,24,9,1,0,2,0
"1973","ATL201008310",20100831,"NYN",2,32,7,1,0,0,2,0,2,0,3,0,8,0,0,0,0,8,4,4,4,0,0,24,12,1,0,1,0
"1988","ATL201009010",20100901,"NYN",1,29,2,1,0,0,1,0,0,0,2,0,5,1,0,0,0,3,4,4,4,0,0,24,10,1,0,2,0
"1999","ATL201009020",20100902,"NYN",4,35,8,1,1,1,3,1,0,0,3,0,6,0,0,1,0,8,5,1,1,0,0,27,10,1,1,2,0
"2094","ATL201009090",20100909,"SLN",11,40,15,2,0,4,11,0,1,0,2,2,8,0,0,0,0,5,2,4,4,1,0,27,14,2,0,2,0
"2105","ATL201009100",20100910,"SLN",6,37,10,0,0,2,5,0,0,0,2,0,9,0,1,0,0,6,4,6,6,0,0,24,9,1,0,1,0
"2120","ATL201009110",20100911,"SLN",3,42,7,1,0,0,3,1,0,1,1,0,8,0,1,0,0,6,6,6,6,1,0,34,15,0,1,1,0
"2135","ATL201009120",20100912,"SLN",7,38,13,1,1,2,7,1,0,1,5,1,8,1,1,1,0,11,3,3,3,0,0,27,10,0,0,1,0
"2147","ATL201009130",20100913,"WAS",0,31,6,1,0,0,0,0,0,0,0,0,15,0,1,1,0,4,2,4,4,0,2,24,12,1,0,1,0
"2161","ATL201009140",20100914,"WAS",6,36,11,2,0,3,6,1,1,0,3,2,5,0,0,1,0,8,2,0,0,0,0,27,7,0,0,1,0
"2176","ATL201009150",20100915,"WAS",4,31,5,1,0,1,4,0,0,1,2,0,11,0,0,1,0,3,4,2,2,0,0,27,14,0,0,2,0
"2337","ATL201009270",20100927,"FLO",1,38,6,2,0,0,1,0,0,0,1,1,9,2,0,1,0,5,4,2,2,1,0,32,9,2,0,0,0
"2348","ATL201009280",20100928,"FLO",2,34,9,1,0,1,2,0,0,0,5,1,10,1,0,1,0,10,3,3,3,1,0,24,9,1,0,1,0
"2364","ATL201009290",20100929,"FLO",1,36,9,0,0,0,1,0,0,0,2,0,13,0,0,0,0,10,6,5,5,0,1,24,6,0,0,0,0
"2391","ATL201010010",20101001,"PHI",11,41,13,3,0,1,11,0,0,0,4,1,11,0,0,0,0,7,7,5,5,0,0,27,10,0,0,0,0
"2407","ATL201010020",20101002,"PHI",7,42,14,3,0,0,6,0,0,0,9,2,15,2,0,0,0,17,5,0,0,0,0,27,11,1,0,1,0
"2422","ATL201010030",20101003,"PHI",7,33,5,1,0,2,7,0,0,1,2,1,8,2,1,0,0,2,8,8,8,1,0,24,10,0,0,2,0
"48","BAL201004090",20100409,"TOR",7,32,9,4,0,1,7,1,2,0,3,0,8,0,0,1,0,4,4,6,6,0,0,27,12,0,0,2,0
"63","BAL201004100",20100410,"TOR",3,34,9,6,0,0,3,0,0,1,6,3,5,0,1,1,0,11,3,0,0,0,0,27,15,0,0,2,0
"78","BAL201004110",20100411,"TOR",5,35,7,1,0,4,5,0,0,0,2,0,7,0,0,0,0,5,4,2,2,0,0,27,9,1,0,2,0
"92","BAL201004120",20100412,"TBA",5,36,12,2,1,2,5,0,1,0,0,0,8,0,0,1,0,5,2,1,1,0,0,27,15,0,0,1,0
"104","BAL201004130",20100413,"TBA",8,40,11,1,0,1,8,0,0,1,3,0,8,0,1,0,0,6,6,6,6,1,0,30,12,2,0,1,0
"113","BAL201004140",20100414,"TBA",9,38,11,4,0,3,9,0,0,1,3,1,10,0,0,1,0,6,3,1,1,0,0,27,6,1,0,1,0
"290","BAL201004270",20100427,"NYA",4,36,9,0,0,1,3,0,0,0,4,0,9,0,1,0,0,9,4,4,4,0,0,24,8,2,0,1,0
"306","BAL201004280",20100428,"NYA",8,40,15,1,1,1,7,0,2,1,1,0,7,0,0,0,0,9,3,3,3,0,0,27,16,0,0,2,0
"320","BAL201004290",20100429,"NYA",4,36,11,4,0,2,4,0,1,0,1,0,3,0,0,0,0,7,2,0,0,1,0,27,8,0,0,0,0
"330","BAL201004300",20100430,"BOS",4,35,8,0,0,3,4,0,0,0,10,0,8,0,1,1,0,11,5,4,4,0,0,29,10,2,0,2,0
"345","BAL201005010",20100501,"BOS",9,39,12,3,0,4,9,0,0,0,1,0,6,0,0,0,0,4,3,11,11,0,0,24,11,1,0,1,0
"360","BAL201005020",20100502,"BOS",2,31,7,0,0,2,2,1,0,0,5,0,7,1,1,2,0,5,3,2,2,0,0,27,9,1,0,1,0
"480","BAL201005110",20100511,"SEA",5,35,10,2,0,1,4,0,0,0,5,1,4,0,1,1,0,8,2,1,1,0,0,27,13,1,0,2,0
"493","BAL201005120",20100512,"SEA",2,31,7,1,0,0,2,1,1,0,3,1,4,1,0,2,0,7,5,5,5,0,0,24,12,1,0,0,0
"508","BAL201005130",20100513,"SEA",5,32,8,1,0,3,5,1,0,1,3,0,6,0,1,0,0,5,2,6,6,2,0,24,10,0,0,1,0
"517","BAL201005140",20100514,"CLE",1,30,3,0,0,0,1,0,0,2,1,0,7,0,0,0,0,5,4,8,8,1,0,24,15,2,0,2,0
"531","BAL201005150",20100515,"CLE",8,37,13,1,0,2,8,1,0,0,8,0,8,0,1,1,0,11,2,2,2,0,0,27,9,0,0,0,0
"547","BAL201005160",20100516,"CLE",5,36,12,2,0,2,5,0,0,0,0,0,4,0,0,2,0,4,1,1,1,0,0,27,13,0,0,2,0
"561","BAL201005170",20100517,"KCA",4,36,10,3,0,0,3,0,0,1,2,1,4,1,1,1,0,8,4,3,3,0,0,27,11,1,0,1,0
"575","BAL201005180",20100518,"KCA",3,40,11,1,0,0,3,0,0,0,1,0,9,0,1,0,0,8,4,4,4,0,0,28,10,1,0,0,0
"670","BAL201005250",20100525,"OAK",1,33,7,2,0,0,1,0,0,1,3,0,5,0,0,1,0,9,4,4,4,1,0,24,8,1,0,1,0
"685","BAL201005260",20100526,"OAK",6,36,11,1,0,1,6,1,0,0,3,0,6,3,0,0,0,7,3,1,1,0,0,27,9,0,0,0,0
"699","BAL201005270",20100527,"OAK",7,34,8,1,0,1,7,0,0,0,4,1,0,0,0,0,0,4,5,5,5,0,0,27,9,0,0,0,0
"807","BAL201006040",20100604,"BOS",11,42,16,3,0,3,11,0,0,0,4,0,10,0,0,2,0,8,1,0,0,0,0,27,12,0,0,2,0
"822","BAL201006050",20100605,"BOS",8,35,9,4,1,1,8,0,0,0,6,1,6,1,0,1,0,6,4,2,2,0,0,27,10,0,0,1,0
"837","BAL201006060",20100606,"BOS",3,36,8,0,0,1,3,2,1,2,6,1,9,1,0,2,0,11,5,4,4,0,0,31,13,2,0,1,0
"861","BAL201006080",20100608,"NYA",12,41,15,1,0,3,12,0,0,0,8,0,9,1,0,1,0,10,3,7,7,0,0,27,5,0,0,1,0
"876","BAL201006090",20100609,"NYA",4,35,11,2,0,0,4,0,1,1,5,2,2,1,1,1,0,11,3,2,2,1,0,27,9,0,0,0,0
"889","BAL201006100",20100610,"NYA",3,29,4,3,1,0,3,1,1,0,7,2,8,0,0,0,0,8,3,4,4,0,0,24,6,0,2,0,0
"904","BAL201006110",20100611,"NYN",5,36,10,2,0,1,5,0,0,1,1,0,5,1,1,0,0,6,3,1,1,1,0,27,10,0,2,1,0
"919","BAL201006120",20100612,"NYN",3,31,5,0,0,2,3,1,0,0,0,0,5,1,0,0,0,2,3,1,1,0,1,27,13,0,0,2,0
"934","BAL201006130",20100613,"NYN",11,43,18,3,0,4,11,0,1,0,1,0,6,0,0,1,0,7,4,4,4,1,0,27,7,1,0,1,0
"1043","BAL201006220",20100622,"FLO",10,41,14,2,0,0,9,0,0,2,3,0,6,1,0,0,0,9,4,4,4,0,0,27,7,0,0,1,0
"1058","BAL201006230",20100623,"FLO",7,38,12,4,0,2,7,0,0,0,2,0,6,0,1,0,0,6,4,5,5,0,0,27,7,1,0,0,0
"1073","BAL201006240",20100624,"FLO",5,38,11,3,0,0,5,1,0,0,3,0,8,1,0,0,0,10,4,11,11,0,0,24,5,0,1,1,0
"1085","BAL201006250",20100625,"WAS",6,38,12,2,0,0,6,0,1,1,3,0,5,3,0,0,0,10,7,3,3,1,0,26,9,4,0,3,0
"1100","BAL201006260",20100626,"WAS",5,30,7,1,0,0,5,3,1,1,3,1,2,1,0,0,0,6,4,6,6,1,0,24,6,0,0,0,0
"1115","BAL201006270",20100627,"WAS",3,31,5,0,1,1,3,0,0,1,5,0,8,0,0,1,0,7,2,3,3,0,0,24,9,1,0,0,0
"1141","BAL201006290",20100629,"OAK",4,37,11,1,1,0,4,1,0,1,2,0,4,4,0,1,0,10,5,2,2,2,0,27,9,0,0,2,0
"1156","BAL201006300",20100630,"OAK",6,35,10,0,0,1,4,1,0,0,3,0,6,0,0,2,0,6,4,8,8,0,0,24,7,1,1,0,0
"1171","BAL201007010",20100701,"OAK",8,40,15,3,0,0,8,0,0,1,5,0,6,1,0,3,0,11,3,1,1,0,0,27,10,0,0,0,0
"1332","BAL201007160",20100716,"TOR",4,35,10,3,0,1,4,0,1,0,3,0,4,0,0,2,0,8,4,0,0,0,0,27,12,2,0,1,0
"1347","BAL201007170",20100717,"TOR",3,37,11,4,0,2,3,0,0,0,1,0,9,0,0,1,0,8,6,2,2,0,0,27,9,0,0,1,0
"1363","BAL201007180",20100718,"TOR",10,41,15,4,0,1,10,1,0,2,2,0,9,0,0,0,0,9,4,1,1,0,0,27,8,0,0,1,0
"1377","BAL201007190",20100719,"TBA",8,35,9,2,1,0,8,1,0,1,6,0,9,1,0,0,0,8,2,1,1,0,0,27,11,0,0,1,0
"1390","BAL201007200",20100720,"TBA",10,45,9,1,0,3,8,1,0,0,10,1,9,1,0,2,0,7,7,11,11,0,0,37,13,0,0,0,0
"1405","BAL201007210",20100721,"TBA",5,38,11,4,0,1,5,0,0,0,4,0,11,1,0,0,0,10,4,4,4,0,0,27,16,0,0,1,0
"1420","BAL201007220",20100722,"MIN",5,34,9,2,0,1,5,0,0,0,4,1,4,0,0,1,0,6,1,0,0,0,0,27,14,0,0,1,0
"1432","BAL201007230",20100723,"MIN",2,33,8,0,0,1,2,1,0,1,1,0,6,0,0,1,0,7,4,3,3,1,0,24,11,0,0,0,0
"1446","BAL201007240",20100724,"MIN",7,40,14,2,0,1,7,0,1,0,5,0,8,3,0,1,0,12,3,2,2,0,0,27,9,0,0,2,0
"1461","BAL201007250",20100725,"MIN",10,45,19,2,1,4,9,0,0,1,4,0,4,0,0,2,0,13,3,4,4,0,0,27,12,0,0,0,0
"1583","BAL201008030",20100803,"ANA",3,33,6,1,0,1,3,0,0,1,0,0,4,0,0,0,0,4,4,6,6,0,1,24,7,2,0,0,0
"1599","BAL201008040",20100804,"ANA",7,42,17,7,0,0,6,0,0,0,1,0,6,4,1,1,0,9,4,9,9,1,0,24,9,1,0,0,0
"1614","BAL201008050",20100805,"ANA",4,34,7,1,0,1,4,0,0,0,2,0,6,0,0,1,0,5,4,5,5,1,1,25,10,1,0,2,0
"1624","BAL201008060",20100806,"CHA",1,36,8,2,1,1,1,0,0,0,1,0,9,1,1,1,0,6,3,2,2,1,0,29,8,0,0,0,0
"1639","BAL201008070",20100807,"CHA",4,32,9,1,0,1,4,1,0,0,4,0,6,1,2,1,0,6,3,2,2,0,0,27,11,1,0,2,0
"1654","BAL201008080",20100808,"CHA",3,35,8,2,0,1,3,0,0,1,1,0,4,1,0,0,0,7,2,3,3,0,0,24,11,1,1,2,0
"1669","BAL201008090",20100809,"CHA",2,33,5,2,0,1,2,2,0,1,5,2,7,1,0,0,0,9,5,2,2,1,0,27,8,1,0,1,0
"1762","BAL201008160",20100816,"SEA",4,46,12,2,1,3,4,0,0,0,3,0,13,0,0,0,0,12,5,5,5,2,0,32,14,1,0,0,0
"1770","BAL201008170",20100817,"SEA",4,36,11,1,0,1,4,0,0,0,4,0,6,1,0,2,0,9,2,0,0,0,0,27,11,0,0,1,0
"1785","BAL201008180",20100818,"SEA",6,35,8,3,0,1,6,0,1,0,1,0,4,0,0,0,0,4,4,5,5,1,1,27,11,0,0,1,0
"1800","BAL201008190",20100819,"TEX",0,31,7,1,0,0,0,0,0,0,1,0,6,0,0,2,0,5,3,4,4,0,0,24,10,0,0,2,0
"1813","BAL201008200",20100820,"TEX",2,35,10,1,0,1,2,0,0,0,4,1,6,0,1,1,0,10,2,0,0,0,0,27,7,0,0,0,0
"1827","BAL201008210",20100821,"TEX",6,37,12,4,0,1,6,0,1,0,2,0,6,1,0,1,0,7,4,8,8,1,0,24,9,0,0,0,0
"1843","BAL201008220",20100822,"TEX",6,34,9,0,0,2,6,1,0,0,4,0,4,1,0,1,0,6,2,4,4,0,0,27,13,1,0,1,0
"1965","BAL201008310",20100831,"BOS",2,34,8,1,0,1,2,1,0,0,1,0,8,1,0,0,0,7,2,4,4,1,0,24,11,1,0,0,0
"1980","BAL201009010",20100901,"BOS",9,38,11,3,0,3,9,0,0,0,3,1,9,0,0,0,0,5,3,6,6,1,0,27,10,0,0,1,0
"1995","BAL201009020",20100902,"BOS",6,35,9,1,0,1,5,0,0,1,6,1,5,0,0,2,0,9,4,4,4,0,0,27,10,1,0,1,0
"2001","BAL201009030",20100903,"TBA",4,33,9,1,1,0,4,0,1,1,5,0,9,0,0,1,0,9,5,1,1,2,0,27,11,0,0,1,0
"2015","BAL201009040",20100904,"TBA",4,34,8,2,0,3,4,0,0,0,1,0,10,0,0,1,0,4,4,8,8,0,0,24,7,0,0,0,0
"2031","BAL201009050",20100905,"TBA",7,36,11,0,2,4,7,0,0,0,4,0,8,0,0,1,0,6,6,8,8,0,0,24,5,1,0,1,0
"2143","BAL201009130",20100913,"TOR",3,39,7,1,0,1,3,0,0,0,1,0,9,0,0,1,0,4,6,4,4,1,0,31,12,0,0,1,0
"2154","BAL201009140",20100914,"TOR",3,33,7,2,0,1,3,1,0,1,2,0,7,1,0,0,0,7,4,9,9,0,0,24,6,2,0,0,0
"2169","BAL201009150",20100915,"TOR",1,32,7,1,0,1,1,0,0,0,0,0,3,0,0,2,0,4,3,3,3,0,0,24,15,0,1,2,0
"2190","BAL201009170",20100917,"NYA",4,38,10,0,0,2,4,0,0,0,4,0,9,0,0,0,0,11,3,3,3,0,0,27,14,0,0,2,0
"2205","BAL201009180",20100918,"NYA",11,39,13,2,1,2,10,0,1,1,4,0,9,1,0,0,0,7,3,3,3,1,0,27,12,0,0,2,0
"2220","BAL201009190",20100919,"NYA",3,38,8,0,0,0,3,0,0,1,9,2,9,0,0,3,0,12,6,4,4,0,0,30,11,0,0,1,0
"2384","BAL201010011",20101001,"DET",6,36,9,2,1,1,6,0,0,0,4,0,10,0,0,0,0,7,3,10,10,0,0,24,15,0,0,3,0
"2385","BAL201010012",20101001,"DET",1,32,4,0,0,1,1,0,0,1,1,0,7,0,1,0,0,6,2,2,2,0,0,24,14,0,0,4,0
"2399","BAL201010020",20101002,"DET",1,31,3,0,0,1,1,0,0,0,2,0,13,0,0,0,0,5,1,2,2,0,0,24,8,0,0,1,0
"2415","BAL201010030",20101003,"DET",4,35,6,2,0,1,3,0,0,0,0,0,5,1,0,0,0,4,6,2,2,1,0,27,8,0,0,1,0
"15","BOS201004060",20100406,"NYA",6,35,9,4,0,1,6,0,1,2,5,0,7,0,0,1,0,10,6,3,3,0,0,27,5,3,0,1,0
"22","BOS201004070",20100407,"NYA",3,34,6,1,0,1,3,0,0,1,5,0,7,2,1,1,0,7,3,1,1,0,0,30,10,0,0,2,0
"140","BOS201004160",20100416,"TBA",3,41,5,1,0,1,3,0,0,0,3,0,11,4,0,0,0,5,6,1,1,1,0,36,18,1,0,1,0
"155","BOS201004170",20100417,"TBA",6,34,5,3,0,1,5,0,0,0,4,0,11,2,0,0,0,5,5,5,5,0,0,27,8,0,0,0,0
"170","BOS201004180",20100418,"TBA",7,32,7,2,0,2,7,1,0,0,6,0,6,3,0,2,0,5,2,1,1,0,0,27,13,0,0,3,0
"186","BOS201004190",20100419,"TBA",8,35,12,4,1,1,8,1,1,0,3,0,5,1,0,1,0,5,2,2,2,0,0,27,9,0,0,1,0
"194","BOS201004200",20100420,"TEX",6,34,8,2,0,0,5,0,0,1,9,1,5,9,0,0,0,11,5,7,7,0,0,26,7,1,1,0,0
"209","BOS201004210",20100421,"TEX",7,40,8,2,1,1,7,1,1,0,5,0,10,3,0,1,0,4,6,8,8,0,0,35,11,0,0,1,0
"224","BOS201004220",20100422,"TEX",3,33,7,3,0,0,3,0,0,0,2,1,11,2,0,1,0,5,3,0,0,0,0,27,17,0,0,2,0
"235","BOS201004230",20100423,"BAL",3,34,9,2,0,1,3,0,0,1,7,1,9,1,1,1,0,12,6,4,4,0,0,24,11,2,0,3,0
"249","BOS201004240",20100424,"BAL",6,42,17,2,0,2,5,0,0,0,2,0,6,0,0,2,0,11,4,7,7,0,0,24,7,0,0,1,0
"265","BOS201004250",20100425,"BAL",7,45,14,4,0,1,7,0,0,0,2,0,10,1,0,0,0,10,6,6,6,1,0,30,7,0,0,0,0
"375","BOS201005030",20100503,"ANA",8,36,12,3,0,0,8,0,2,0,5,0,4,0,2,0,0,8,4,17,17,1,0,24,12,1,0,1,0
"385","BOS201005040",20100504,"ANA",1,29,5,2,0,0,1,1,0,0,2,0,7,1,0,2,0,4,3,5,5,0,0,24,8,1,0,2,0
"400","BOS201005050",20100505,"ANA",1,28,2,0,0,1,1,0,0,1,2,0,6,0,0,1,0,3,3,3,3,0,0,24,11,0,0,2,0
"415","BOS201005060",20100506,"ANA",6,35,9,4,0,1,6,0,0,0,5,0,7,3,0,1,0,7,4,8,8,0,0,24,8,2,0,0,0
"426","BOS201005070",20100507,"NYA",10,35,11,1,0,1,10,0,2,2,3,1,9,0,0,1,0,5,3,3,3,0,0,27,9,0,0,1,0
"439","BOS201005080",20100508,"NYA",14,39,17,2,0,3,14,1,0,0,10,0,4,2,0,3,0,9,6,3,3,0,0,27,6,0,0,1,0
"455","BOS201005090",20100509,"NYA",3,33,7,0,0,2,3,0,0,1,2,0,10,0,0,1,0,6,2,8,8,1,0,24,7,1,0,0,0
"471","BOS201005100",20100510,"TOR",6,35,8,2,0,1,6,0,0,0,4,0,7,0,0,1,0,6,4,6,6,0,0,24,8,2,0,0,0
"481","BOS201005110",20100511,"TOR",1,31,4,2,0,0,1,0,0,0,1,0,11,0,0,0,0,4,4,6,6,1,0,24,11,0,0,1,0
"494","BOS201005120",20100512,"TOR",3,33,6,3,0,1,3,0,0,0,1,0,8,0,0,0,0,4,3,2,2,0,0,27,7,0,0,0,0
"590","BOS201005190",20100519,"MIN",2,31,6,2,0,0,2,0,0,0,2,0,7,1,0,1,0,4,3,3,3,1,0,24,8,0,0,0,0
"605","BOS201005200",20100520,"MIN",2,31,6,2,0,0,2,0,1,0,0,0,9,0,0,2,0,3,4,5,5,1,0,24,9,0,1,0,0
"700","BOS201005270",20100527,"KCA",4,31,4,1,0,0,3,0,0,1,8,0,3,2,0,0,0,9,4,3,3,0,0,27,6,0,0,0,0
"712","BOS201005280",20100528,"KCA",12,47,20,3,0,2,10,0,0,0,5,0,4,2,0,1,0,13,3,5,5,0,0,27,8,0,1,1,0
"727","BOS201005290",20100529,"KCA",0,28,5,2,0,0,0,1,0,0,4,1,6,0,1,2,0,6,3,1,1,0,0,24,10,3,0,2,0
"742","BOS201005300",20100530,"KCA",1,31,5,2,0,0,1,0,0,0,4,0,8,0,1,0,0,7,4,8,8,0,0,24,9,0,0,0,0
"769","BOS201006010",20100601,"OAK",4,40,13,5,1,1,4,0,0,0,2,0,7,1,0,0,0,11,5,9,9,2,0,24,8,0,0,2,0
"784","BOS201006020",20100602,"OAK",4,38,12,2,0,2,4,0,0,1,0,0,10,1,0,1,0,8,4,6,6,0,0,24,8,0,0,0,0
"798","BOS201006030",20100603,"OAK",9,38,14,3,0,4,8,1,0,0,2,0,5,2,2,0,0,5,5,8,8,0,0,27,10,0,0,0,0
